Id,Date,Tsu,Vol,Location_Name,Latitude,Longitude,Focal_Depth_km,Mag,MMI_Int,Total_Deaths,Total_Injuries,Temp_C,Wind_ms,Precip_mm
us20005ie6,2012-03-09,5706,0,VANUATU ISLANDS,-19.125,169.613,16,6.7,0,0,0,0.0,0.0,0.0
usb000sit2,2012-04-14,5451,0,VANUATU ISLANDS,-18.972,168.741,11,6.3,0,0,0,0.0,0.0,0.0
us6000c4rx,2015-02-19,5582,0,VANUATU ISLANDS,-16.431,168.148,10,6.4,5,0,0,0.0,0.0,0.0
usp000j22e,2016-04-28,5600,0,VANUATU ISLANDS,-16.043,167.379,24,7.0,0,0,0,0.0,0.0,0.0
us2000itwu,2018-12-15,0,7244,VANUATU ISLANDS: AMBRYM ISLAND,-16.416,168.22,11,5.4,0,0,0,0.0,0.0,0.0
usc000tlui,2010-01-15,0,0,VENEZUELA:  CARIACO,10.454,-63.475,8,5.5,0,0,11,30.2,16.1,0.0
us10003vgf,2015-11-07,0,0,VENEZUELA:  MERIDA,8.477,-71.365,14,5.3,0,1,0,26.8,5.0,11.9
us100040dr,2015-11-22,0,0,VENEZUELA:  MERIDA,8.48,-71.42,5,5.1,4,1,3,28.2,5.5,1.9
us1000hw7f,2018-04-03,0,0,VENEZUELA:  MERIDA,8.346,-71.719,10,4.9,0,0,0,21.9,4.9,14.2
usp000hj4g,2018-08-21,5687,0,VENEZUELA:  SUCRE; TRINIDAD,10.773,-62.902,146,7.3,0,5,0,27.3,19.8,21.2
us7000gkjc,2020-07-27,0,0,VIETNAM: SON LA PROVINCE,20.872,104.541,10,4.8,0,0,0,29.8,9.6,3.4
us7000h5hl,2011-08-23,0,0,"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C.",37.936,-77.933,6,5.8,7,0,0,28.7,12.4,0.0
us20008lww,2017-02-24,0,0,ZAMBIA:  KAPUTA,-8.44,30.031,30,5.9,0,0,5,18.0,8.4,0.5
