Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Temp_C,Wind_ms,Precip_mm
,2013,9,24,11.0,30.0,37.0,5506.0,,"PAKISTAN:  AWARAN, KECH",26.951,65.501,15.0,7.7,4.0,825.0,3.0,,,619.0,3.0,,4.0,32638.0,4.0,14118.0,4.0,825.0,3.0,,,619.0,3.0,,4.0,32638.0,4.0,14118.0,4.0,37.4,18.8,0.0
,2013,9,25,16.0,42.0,0.0,,,PERU:  AREQUIPA,-16.15,-74.87,31.0,7.1,6.0,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,
,2013,9,28,7.0,34.0,45.0,,,PAKISTAN: AWARAN,27.183,65.505,12.0,6.8,,22.0,1.0,,,50.0,1.0,,,,2.0,,2.0,22.0,1.0,,,50.0,1.0,,,,2.0,,2.0,31.8,23.9,0.0
,2013,10,12,13.0,11.0,35.0,5794.0,,GREECE:  CRETE:  CHANIA,35.514,23.252,40.0,6.6,7.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,,,
,2013,10,15,0.0,12.0,5.0,,,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19.0,7.1,7.0,222.0,3.0,8.0,1.0,976.0,3.0,51.8,4.0,,4.0,,4.0,222.0,3.0,8.0,1.0,976.0,3.0,51.8,4.0,,4.0,,4.0,32.0,8.4,12.1
,2013,10,22,5.0,40.0,1.0,,,INDONESIA:  BANDA ACEH,5.103,95.971,10.0,5.5,5.0,1.0,1.0,,,2.0,1.0,,1.0,,,160.0,3.0,1.0,1.0,,,2.0,1.0,,1.0,,,160.0,3.0,26.7,5.5,12.1
,2013,10,25,17.0,10.0,0.0,5533.0,,JAPAN:  HONSHU:  E COAST,37.2,144.6,10.0,7.1,4.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
,2013,11,10,5.0,16.0,36.0,,,TAJIKISTAN:  VAHDAT,38.41,68.89,23.0,5.2,4.0,,,,,,,,2.0,104.0,3.0,256.0,3.0,,,,,,,,2.0,104.0,3.0,256.0,3.0,12.1,6.8,0.0
,2013,11,17,9.0,4.0,53.0,5534.0,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,10.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013,11,22,22.0,4.0,4.0,,,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,10.0,5.3,,,,,,,,,2.0,,,5300.0,4.0,,,,,,,,2.0,,,5300.0,4.0,3.3,17.6,0.0
,2013,11,28,13.0,51.0,51.0,,,IRAN:  BORAZJAN,29.275,51.313,4.0,5.7,4.0,8.0,1.0,,,200.0,3.0,,2.0,250.0,3.0,,1.0,8.0,1.0,,,200.0,3.0,,2.0,250.0,3.0,,1.0,25.5,6.4,0.0
,2014,1,2,3.0,13.0,57.0,,,IRAN:  BASTAK,27.15,54.448,8.0,5.3,,1.0,1.0,,,30.0,1.0,,1.0,,,,3.0,1.0,1.0,,,30.0,1.0,,1.0,,,,3.0,17.9,7.9,0.0
,2014,1,5,3.0,36.0,59.0,,,COLOMBIA:  SIPI,4.557,-76.644,54.0,5.6,5.0,,,,,,,,2.0,,,121.0,3.0,,,,,,,,2.0,,,121.0,3.0,28.3,9.7,16.2
,2014,1,13,4.0,1.0,24.0,,,PUERTO RICO,19.043,-66.81,20.0,6.4,5.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
,2014,1,20,2.0,52.0,35.0,,,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,28.0,6.1,7.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,13.2,21.4,17.0
,2014,1,25,5.0,14.0,51.0,,,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,66.0,6.1,5.0,,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,1.0,1.0,1.0,,2.0,29.6,13.1,89.7
,2014,1,26,13.0,55.0,21.0,,,GREECE:  KEFALONIA,38.208,20.453,8.0,6.1,7.0,,,,,6.0,1.0,178.0,4.0,,,,1.0,,,,,6.0,1.0,178.0,4.0,,,,1.0,,,
,2014,2,2,14.0,26.0,51.0,,,IRAN:  GOHARAN,26.589,57.741,10.0,5.3,,,,,,,,,1.0,,,,3.0,,,,,,,,1.0,,,,3.0,15.0,21.5,0.0
,2014,2,3,3.0,8.0,29.0,,,GREECE:  KEFALONIA:  LIXOURION,38.244,20.379,4.0,6.0,3.0,,,,,16.0,1.0,,1.0,,,,1.0,,,,,16.0,1.0,,1.0,,,,1.0,,,
,2014,2,9,2.0,16.0,49.0,,,OKLAHOMA:  GUTHRIE,35.937,-97.271,5.0,4.1,4.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,1.2,14.3,0.0
,2014,2,12,9.0,19.0,6.0,,,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,10.0,6.9,,,,,,,,,3.0,67.0,2.0,1001.0,4.0,,,,,,,,3.0,67.0,2.0,1001.0,4.0,-16.1,15.8,0.0
,2014,2,26,0.0,1.0,29.0,,,AUSTRALIA:  KALGOORLIE,-30.686,121.332,1.0,4.5,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,24.7,19.8,0.0
,2014,3,13,17.0,7.0,17.0,,,JAPAN:  SOUTHWESTERN,33.684,131.825,79.0,6.3,5.0,,,,,18.0,1.0,,1.0,,,,,,,,,18.0,1.0,,1.0,,,,,16.5,26.6,8.4
,2014,3,16,21.0,16.0,0.0,5555.0,,CHILE:  IQUIQUE,-19.965,-70.814,21.0,6.7,6.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,
,2014,3,29,4.0,10.0,12.0,,,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,4.0,5.1,6.0,,,,,,1.0,10.8,3.0,,,20.0,1.0,,,,,,1.0,10.8,3.0,,,20.0,1.0,21.8,19.3,0.0
,2014,4,1,23.0,46.0,26.0,5557.0,,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25.0,8.2,8.0,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0,7.0,1.0,,,,,100.0,4.0,,,2600.0,4.0,,,
,2014,4,3,2.0,43.0,11.0,5558.0,,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,22.0,7.7,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,4,4,22.0,40.0,44.0,,,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,25.0,5.4,,,,,,21.0,1.0,,2.0,75.0,2.0,2700.0,4.0,,,,,21.0,1.0,,2.0,75.0,2.0,2700.0,4.0,15.0,7.0,2.8
,2014,4,10,23.0,27.0,6.0,,,"NICARAGUA:  NAGAROTE, MANAGUA",12.403,-86.378,13.0,6.1,,2.0,1.0,,,250.0,3.0,3.0,2.0,168.0,3.0,2210.0,4.0,2.0,1.0,,,250.0,3.0,3.0,2.0,168.0,3.0,2210.0,4.0,35.2,27.8,0.0
,2014,4,11,7.0,7.0,13.0,,,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,61.0,7.1,,1.0,1.0,,,,,,1.0,51.0,2.0,,,1.0,1.0,,,,,,1.0,51.0,2.0,,,29.4,8.7,3.3
,2014,4,12,20.0,14.0,3.0,5559.0,,SOLOMON ISLANDS,-11.27,162.148,23.0,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,4,13,12.0,36.0,23.0,5560.0,,SOLOMON ISLANDS,-11.463,162.051,39.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,4,14,5.0,7.0,12.0,,,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,10.0,5.2,,,,,,,1.0,,1.0,7.0,1.0,,,,,,,,1.0,,1.0,7.0,1.0,,,35.1,18.8,0.0
,2014,4,18,14.0,28.0,32.0,5563.0,,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,24.0,7.2,6.0,,,,,,,,1.0,,,127.0,2.0,,,,,,,,1.0,,,127.0,2.0,31.1,9.5,0.0
,2014,4,19,13.0,29.0,21.0,5564.0,,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,43.0,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,6.0,13.6
,2014,5,5,11.0,8.0,42.0,,,THAILAND:  CHIANG RAI,19.656,99.67,6.0,6.1,5.0,1.0,1.0,,,32.0,1.0,62.0,4.0,20.0,1.0,,3.0,1.0,1.0,,,32.0,1.0,62.0,4.0,20.0,1.0,,3.0,31.1,9.2,38.2
,2014,5,8,17.0,1.0,21.0,,,MEXICO:  TECPAN,17.235,-100.746,17.0,6.4,5.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,32.4,20.2,27.9
,2014,5,8,22.0,52.0,23.0,,,PAKISTAN:  NAWABSHAH,26.387,68.358,15.0,4.5,,2.0,1.0,,,70.0,2.0,,1.0,,2.0,,,2.0,1.0,,,70.0,2.0,,1.0,,2.0,,,39.9,11.4,0.0
,2014,5,17,16.0,46.0,4.0,,,GERMANY:  HESSE,49.799,8.69,5.0,3.6,4.0,,,,,,,1.36,2.0,,,70.0,2.0,,,,,,,1.36,2.0,,,70.0,2.0,18.1,12.1,0.0
,2014,5,19,0.0,59.0,6.0,,,ALBANIA:  BELSH,41.115,19.777,10.0,5.0,4.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,21.1,8.4,0.3
,2014,5,24,9.0,25.0,5.0,5790.0,,"GREECE, TURKEY",40.24,25.33,23.0,6.9,7.0,3.0,1.0,,,310.0,3.0,450.0,4.0,,1.0,,2.0,3.0,1.0,,,310.0,3.0,4500.0,4.0,,1.0,,2.0,,,
,2014,5,30,1.0,20.0,17.0,,,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25.0,97.845,10.0,5.9,,,,,,45.0,1.0,,4.0,3390.0,4.0,18000.0,4.0,,,,,45.0,1.0,,4.0,3390.0,4.0,18000.0,4.0,26.7,7.6,3.5
,2014,6,23,19.0,20.0,34.0,5572.0,,KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.977,-177.725,20.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,6,23,20.0,53.0,7.0,5571.0,,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109.0,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,7,7,11.0,23.0,7.0,,,MEXICO; GUATEMALA:  SAN MARCOS,14.728,-92.578,67.0,6.9,5.0,3.0,1.0,,,33.0,1.0,,1.0,,1.0,50.0,1.0,3.0,1.0,,,33.0,1.0,,1.0,,1.0,50.0,1.0,34.0,9.5,0.0
,2014,7,11,19.0,23.0,22.0,5574.0,,JAPAN:  SANRIKU,37.005,142.453,20.0,6.5,5.0,,,,,3.0,1.0,,,,,,,,,,,3.0,1.0,,,,,,,,,
,2014,7,15,9.0,8.0,56.0,,,OKLAHOMA:  HARRAH,35.524,-97.146,5.0,3.9,5.0,,,,,,,,2.0,,,,2.0,,,,,,,,2.0,,,,2.0,30.7,21.1,0.8
,2014,7,25,10.0,55.0,12.0,5575.0,,ALASKA:  SOUTHEASTERN,58.306,-136.96,10.0,6.1,4.0,,,,,,,,,,,,,,,,,,,,,,,,,13.9,20.6,21.7
,2014,7,29,10.0,46.0,7.0,,,MEXICO:  OAXACA,17.682,-95.653,107.0,6.3,5.0,1.0,1.0,,,1.0,1.0,,2.0,,,,2.0,1.0,1.0,,,1.0,1.0,,2.0,,,,2.0,32.2,13.0,2.2
,2014,8,1,4.0,11.0,4.0,,,ALGERIA:  ALGIERS,36.841,3.301,30.0,5.5,6.0,6.0,1.0,,,420.0,3.0,,,,,,,6.0,1.0,,,420.0,3.0,,,,,,,30.7,11.9,0.0
,2014,8,3,8.0,30.0,57.0,,,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,12.0,6.2,,615.0,3.0,114.0,3.0,3143.0,4.0,,3.0,25800.0,4.0,160400.0,4.0,615.0,3.0,114.0,3.0,3143.0,4.0,,3.0,25800.0,4.0,160400.0,4.0,24.3,4.8,10.6
,2014,8,5,10.0,23.0,38.0,,,SOUTH AFRICA:  ORKNEY,-26.99,26.705,5.0,5.5,6.0,1.0,1.0,,,17.0,1.0,,2.0,13.0,1.0,1433.0,4.0,1.0,1.0,,,17.0,1.0,,2.0,13.0,1.0,1433.0,4.0,24.9,16.9,0.0
,2014,8,12,19.0,58.0,13.0,,,ECUADOR:  QUITO,-0.018,-78.322,12.0,5.1,5.0,2.0,1.0,,,8.0,1.0,,1.0,,,89.0,2.0,2.0,1.0,,,8.0,1.0,,1.0,,,89.0,2.0,18.7,6.9,2.2
,2014,8,16,22.0,8.0,4.0,,,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,10.0,5.0,2.0,,,,,6.0,1.0,,1.0,,,337.0,3.0,,,,,6.0,1.0,,1.0,,,337.0,3.0,23.2,6.4,13.2
,2014,8,18,2.0,32.0,2.0,,,IRAN:  ILAM PROVINCE:  ABDANAN,32.663,47.673,6.0,6.2,3.0,,,,,330.0,2.0,,1.0,2700.0,4.0,17000.0,4.0,,,,,330.0,2.0,,4.0,2700.0,4.0,17000.0,4.0,42.2,17.7,2.8
,2014,8,24,10.0,20.0,6.0,,,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.312,11.0,6.1,8.0,1.0,1.0,,,257.0,3.0,700.0,4.0,160.0,3.0,1034.0,4.0,1.0,1.0,,,257.0,3.0,700.0,4.0,160.0,3.0,1034.0,4.0,21.8,16.6,0.0
,2014,9,20,4.0,26.0,52.0,,,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,26.0,5.2,5.0,,,,,1.0,1.0,,1.0,15.0,1.0,67.0,2.0,,,,,1.0,1.0,,1.0,15.0,1.0,67.0,2.0,28.9,3.8,0.7
,2014,9,28,2.0,35.0,19.0,,,PERU:  PARURO PROVINCE,-13.843,-71.695,10.0,5.1,7.0,8.0,1.0,,,6.0,1.0,,1.0,106.0,3.0,,3.0,8.0,1.0,,,6.0,1.0,,1.0,106.0,3.0,,3.0,35.9,10.1,0.5
,2014,10,7,13.0,50.0,12.0,,,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,9.0,6.1,,1.0,1.0,,,323.0,3.0,,1.0,,1.0,,,1.0,1.0,,,323.0,3.0,,1.0,,1.0,,,23.2,7.4,0.0
,2014,10,9,2.0,14.0,44.0,5577.0,,CHILE: EASTER ISLAND REGION,-32.108,-110.811,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,10,14,3.0,51.0,46.0,5607.0,,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,40.0,7.3,7.0,1.0,1.0,,,,,,1.0,5.0,1.0,41.0,1.0,1.0,1.0,,,,,,1.0,5.0,1.0,41.0,1.0,,,
,2014,11,15,2.0,32.0,12.0,5578.0,,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,45.0,7.1,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2014,11,22,8.0,55.0,58.0,,,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,9.0,5.9,3.0,5.0,1.0,,,65.0,2.0,,3.0,30.0,1.0,27400.0,4.0,5.0,1.0,,,65.0,2.0,,3.0,30.0,1.0,27400.0,4.0,-0.7,7.9,0.0
,2014,11,22,13.0,8.0,42.0,,,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,9.0,6.2,9.0,,,,,45.0,1.0,,1.0,50.0,1.0,,2.0,,,,,45.0,1.0,,1.0,50.0,1.0,,2.0,13.4,7.7,0.4
,2014,12,6,10.0,20.0,52.0,,,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,10.0,5.6,,1.0,1.0,,,15.0,1.0,,2.0,434.0,3.0,17000.0,4.0,1.0,1.0,,,15.0,1.0,,2.0,434.0,3.0,17000.0,4.0,28.2,10.4,0.0
,2014,12,23,8.0,0.0,8.0,,,ALGERIA:  BLIDA,36.492,3.025,7.0,4.9,,,,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,1.0,,,,1.0,16.3,12.0,0.0
,2015,1,14,5.0,22.0,23.0,,,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,10.0,5.3,6.0,,,,,11.0,1.0,,2.0,,,2000.0,4.0,,,,,11.0,1.0,,2.0,,,2000.0,4.0,4.8,5.2,0.0
,2015,2,16,23.0,6.0,27.0,5580.0,,JAPAN:  HONSHU,39.856,142.881,23.0,6.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,2,19,13.0,19.0,21.0,5582.0,,VANUATU ISLANDS,-16.431,168.148,10.0,6.4,5.0,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,,,
,2015,2,20,22.0,37.0,28.0,,,CHINA:  YUNNAN PROVINCE,23.01,101.755,10.0,4.5,,,,,,,,,1.0,,,276.0,3.0,,,,,,,,1.0,,,276.0,3.0,26.9,11.4,0.0
,2015,2,21,21.0,21.0,8.0,,,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,7.0,3.6,,4.0,1.0,,,1.0,1.0,,,,,,,4.0,1.0,,,1.0,1.0,,,,,,,13.0,9.8,1.3
,2015,2,22,6.0,43.0,14.0,,,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,12.0,5.1,,,,,,,,14.65,3.0,,,1728.0,4.0,,,,,,,14.65,3.0,,,1728.0,4.0,-2.4,7.5,0.0
,2015,2,26,21.0,59.0,14.0,,,PAKISTAN:  BATTAGRAM,34.671,73.278,30.0,5.4,4.0,,,,,5.0,1.0,,1.0,,,2.0,1.0,,,,,5.0,1.0,,1.0,,,2.0,1.0,7.2,5.9,0.0
,2015,2,28,20.0,10.0,56.0,,,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.693,-71.934,10.0,4.5,3.0,,,,,,,,2.0,64.0,2.0,500.0,3.0,,,,,,,,2.0,64.0,2.0,500.0,3.0,13.0,10.8,10.0
,2015,3,1,10.0,24.0,5.0,,,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,11.0,5.5,,,,,,39.0,1.0,15.0,3.0,220.0,3.0,15800.0,4.0,,,,,39.0,1.0,15.0,3.0,220.0,3.0,15800.0,4.0,32.2,5.5,0.0
,2015,3,8,20.0,47.0,4.0,,,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,20.0,4.4,4.0,,,,,,,,1.0,,,100.0,2.0,,,,,,,,1.0,,,100.0,2.0,0.5,14.8,0.4
,2015,3,10,20.0,55.0,2.0,,,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,184.0,6.2,5.0,,,,,,,,3.0,180.0,3.0,2167.0,4.0,,,,,,,,3.0,180.0,3.0,2167.0,4.0,28.9,4.5,6.1
,2015,3,14,6.0,14.0,38.0,,,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,10.0,4.6,,2.0,1.0,,,13.0,1.0,,2.0,155.0,3.0,11079.0,4.0,2.0,1.0,,,13.0,1.0,,2.0,155.0,3.0,11079.0,4.0,13.8,15.1,0.0
,2015,3,29,23.0,48.0,1.0,5581.0,,PAPUA NEW GUINEA,-4.729,152.562,41.0,7.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,29.7,12.1,7.4
,2015,4,20,1.0,42.0,38.0,,,TAIWAN:  TAIPEI,24.203,122.316,29.0,6.4,4.0,1.0,1.0,,,1.0,1.0,,1.0,,,19.0,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,19.0,1.0,,,
,2015,4,25,6.0,12.0,35.0,,,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,8.0,7.8,8.0,8957.0,4.0,3.0,1.0,24000.0,4.0,6000.0,4.0,498852.0,4.0,256697.0,4.0,8957.0,4.0,3.0,1.0,24000.0,4.0,6000.0,4.0,498852.0,4.0,256697.0,4.0,18.7,5.8,7.6
,2015,5,2,16.0,51.0,39.0,5584.0,7537.0,JAPAN:  HONSHU:  S. OF,31.529,140.213,10.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,5,5,1.0,44.0,38.0,5583.0,,PAPUA NEW GUINEA,-5.462,151.875,55.0,7.5,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,1.0,26.4,6.4,17.1
,2015,5,12,7.0,6.0,13.0,,,NEPAL:   DOLAKHA,27.809,86.066,15.0,7.3,7.0,117.0,3.0,,,2800.0,4.0,,2.0,,2.0,,,117.0,3.0,,,2800.0,4.0,,2.0,,2.0,,,17.2,7.0,5.1
,2015,5,30,11.0,23.0,11.0,,,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,664.0,7.8,6.0,,,,,12.0,1.0,,,,,,,,,,,12.0,1.0,,,,,,,,,
,2015,6,4,23.0,16.0,31.0,,,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,10.0,6.0,6.0,18.0,1.0,,,,2.0,,1.0,,,23.0,1.0,18.0,1.0,,,,2.0,,1.0,,,23.0,1.0,27.2,4.7,8.3
,2015,6,28,1.0,5.0,56.0,,,INDIA:  KOKRAJHAR,26.638,90.41,26.0,5.3,,,,,,2.0,1.0,,,,,,3.0,,,,,2.0,1.0,,1.0,,,,3.0,30.9,12.0,12.1
,2015,7,3,1.0,7.0,1.0,,,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,10.0,6.4,,3.0,1.0,,,263.0,3.0,,3.0,3000.0,4.0,,,3.0,1.0,,,263.0,3.0,,3.0,3000.0,4.0,,,33.5,19.0,0.0
,2015,7,3,6.0,43.0,54.0,,,PHILIPPINES:  MINDANAO,10.169,125.891,32.0,6.1,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
,2015,7,10,4.0,12.0,54.0,5589.0,,SOLOMON ISLANDS,-9.307,158.403,12.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,7,18,2.0,28.0,22.0,5588.0,,SOLOMON ISLANDS,-10.401,165.141,11.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,7,24,20.0,59.0,12.0,,,PAKISTAN:  ABBOTTABAD,33.856,73.193,17.0,5.1,5.0,3.0,1.0,,,1.0,1.0,,1.0,3.0,1.0,,,3.0,1.0,,,1.0,1.0,,1.0,3.0,1.0,,,28.9,9.2,2.6
,2015,7,27,4.0,49.0,0.0,5591.0,,ALASKA,52.214,-169.399,23.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,7,27,21.0,42.0,11.0,,,INDONESIA:  PAPUA,-2.629,138.528,48.0,7.0,5.0,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,1.0,1.0,1.0,6.0,1.0,31.0,6.5,2.4
,2015,7,29,0.0,11.0,6.0,,,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,12.0,5.9,3.0,,,,,6.0,1.0,,1.0,,,45.0,1.0,,,,,6.0,1.0,,1.0,,,45.0,1.0,25.5,6.2,13.0
,2015,8,7,1.0,25.0,54.0,,,RWANDA:  BUKAVU,-2.141,28.897,11.0,5.8,4.0,3.0,1.0,,,30.0,1.0,,,,,,,3.0,1.0,,,30.0,1.0,,,,,,,14.5,10.7,0.0
,2015,8,9,7.0,5.0,38.0,,,EL SALVADOR:  ALEGRIA,13.668,-88.478,10.0,4.5,4.0,,,,,4.0,1.0,,2.0,,,92.0,2.0,,,,,4.0,1.0,,2.0,,,92.0,2.0,37.4,11.8,0.9
,2015,9,16,22.0,55.0,26.0,5590.0,,CHILE:  CENTRAL,-31.573,-71.674,22.0,8.3,9.0,7.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,15.0,1.0,1.0,1.0,14.0,1.0,600.0,4.0,2305.0,4.0,10044.0,4.0,14.5,10.5,0.0
,2015,9,24,15.0,53.0,0.0,,,INDONESIA:  SORONG,-0.59,131.27,10.0,6.6,5.0,,,,,62.0,2.0,,2.0,,,260.0,3.0,,,,,62.0,2.0,,2.0,,,260.0,3.0,29.8,23.1,0.0
,2015,10,17,11.0,33.0,0.0,,,ARGENTINA:  GALPON,-25.442,-64.632,33.0,5.8,7.0,2.0,1.0,,,30.0,1.0,,1.0,15.0,1.0,,,2.0,1.0,,,30.0,1.0,,1.0,15.0,1.0,,,21.9,11.1,0.0
,2015,10,26,9.0,9.0,56.0,,,AFGHANISTAN: HINDU KUSH,36.524,70.368,231.0,7.5,7.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0,399.0,3.0,,,1770.0,4.0,109.0,4.0,29230.0,4.0,79893.0,4.0,-0.2,6.2,1.5
,2015,11,4,3.0,44.0,19.0,,,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,20.0,6.5,5.0,,,,,3.0,1.0,9.0,3.0,,,1468.0,4.0,,,,,3.0,1.0,9.0,3.0,,,1468.0,4.0,29.9,9.3,0.0
,2015,11,7,6.0,58.0,30.0,,,VENEZUELA:  MERIDA,8.477,-71.365,14.0,5.3,,1.0,1.0,,,,,,1.0,33.0,1.0,83.0,2.0,1.0,1.0,,,,,,1.0,33.0,1.0,83.0,2.0,26.8,5.0,11.9
,2015,11,11,1.0,54.0,37.0,5592.0,,CHILE:  LA SERENA,-29.439,-72.105,10.0,6.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,11,13,20.0,51.0,3.0,5593.0,,JAPAN:  KYUSYU ISLAND,31.001,128.873,12.0,6.7,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,11,17,7.0,10.0,3.0,5594.0,,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11.0,6.5,,2.0,1.0,,,4.0,1.0,,2.0,1.0,1.0,,2.0,2.0,1.0,,,4.0,1.0,,2.0,1.0,1.0,,2.0,18.9,8.4,0.0
,2015,11,17,17.0,29.0,29.0,,,KYRGYZSTAN: OSH,40.376,73.204,18.0,5.6,5.0,,,,,,,12.0,3.0,222.0,3.0,2237.0,4.0,,,,,,,12.0,3.0,222.0,3.0,2237.0,4.0,0.9,9.9,0.0
,2015,11,18,18.0,31.0,57.0,5722.0,,SOLOMON ISLANDS,-8.899,158.422,13.0,6.8,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2015,11,22,20.0,38.0,5.0,,,VENEZUELA:  MERIDA,8.48,-71.42,5.0,5.1,4.0,1.0,1.0,,,3.0,1.0,,1.0,,,6.0,1.0,1.0,1.0,,,3.0,1.0,,1.0,,,6.0,1.0,28.2,5.5,1.9
,2015,11,24,22.0,45.0,0.0,,,PERU-BRAZIL,-10.77,-71.41,636.0,7.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,33.7,16.3,0.0
