Search Parameters,Year,Mo,Dy,Hr,Mn,Sec,Tsu,Vol,Location Name,Latitude,Longitude,Focal Depth (km),Mag,MMI Int,Deaths,Death Description,Missing,Missing Description,Injuries,Injuries Description,Damage ($Mil),Damage Description,Houses Destroyed,Houses Destroyed Description,Houses Damaged,Houses Damaged Description,Total Deaths,Total Death Description,Total Missing,Total Missing Description,Total Injuries,Total Injuries Description,Total Damage ($Mil),Total Damage Description,Total Houses Destroyed,Total Houses Destroyed Description,Total Houses Damaged,Total Houses Damaged Description,Temp_C,Wind_ms,Precip_mm
,2011,10,23,10.0,41.0,22.9,,,"TURKEY:  ERCIS, VAN",38.722,43.513,16.0,7.1,,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,604.0,3.0,,,2608.0,4.0,1500.0,4.0,5739.0,4.0,4882.0,4.0,14.8,8.0,0.0
,2011,10,28,18.0,54.0,34.0,,,PERU:  SAN VICENTE DE CANETE,-14.438,-75.966,24.0,6.9,,1.0,1.0,,,103.0,3.0,,2.0,134.0,3.0,,,1.0,1.0,,,103.0,2.0,,2.0,134.0,3.0,,,25.3,17.4,0.0
,2011,10,29,0.0,43.0,55.1,,,INDIA:  SIKKIM,27.449,88.684,10.0,3.5,,2.0,1.0,,,,,,,,,,,2.0,1.0,,,,,,,,,,,17.1,5.8,1.4
,2011,10,29,13.0,50.0,49.0,,,ECUADOR:  POMASQUI,-0.13,-78.37,3.0,4.0,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,19.5,8.4,17.7
,2011,11,1,0.0,21.0,28.0,,,CHINA:  XINJIANG PROVINCE,43.648,82.437,28.0,5.6,,,,,,,,10.5,3.0,2453.0,4.0,,3.0,,,,,,,10.5,3.0,2453.0,2.0,,3.0,2.7,11.4,0.3
,2011,11,6,3.0,53.0,10.0,,,OKLAHOMA:  SPARKS,35.532,-96.765,5.0,5.7,8.0,,,,,2.0,1.0,,2.0,14.0,1.0,,3.0,,,,,2.0,1.0,,2.0,14.0,1.0,,3.0,22.4,24.4,0.2
,2011,11,7,9.0,43.0,15.9,,,PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE,7.904,125.185,46.0,5.0,,,,,,31.0,1.0,,1.0,,,23.0,1.0,,,,,31.0,1.0,,1.0,,,23.0,1.0,29.5,4.0,16.2
,2011,11,8,2.0,46.0,57.0,,,"OKLAHOMA:  SPARKS, PRAGUE",35.531,-96.788,5.0,5.0,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,20.1,25.6,51.0
,2011,11,9,19.0,23.0,33.2,,,TURKEY:  VAN,38.429,43.229,5.0,5.7,,40.0,1.0,,,,,,1.0,,1.0,,,40.0,1.0,,,,,,1.0,,1.0,,,5.2,16.9,0.0
,2011,11,21,3.0,15.0,42.2,,,INDIA:  ASSAM,24.955,95.236,114.0,5.8,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,28.7,4.3,0.0
,2011,11,24,21.0,13.0,15.6,,,EL SALVADOR-GUATEMALA,13.297,-87.898,43.0,5.1,,,,,,,,,1.0,,,80.0,2.0,,,,,,,,1.0,,,80.0,2.0,31.7,14.3,0.0
,2011,12,1,12.0,48.0,17.7,,,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32.0,5.3,,,,,,,,,2.0,,,300.0,3.0,,,,,,,,2.0,,,300.0,3.0,5.5,9.3,0.0
,2011,12,3,6.0,19.0,10.4,,,NEW ZEALAND:  COOK STRAIT,-41.364,174.315,56.0,5.3,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,20.2,23.5,3.1
,2011,12,11,1.0,47.0,25.9,,,MEXICO:  GUERRERO,17.844,-99.963,54.0,6.4,,2.0,1.0,,,5.0,1.0,,2.0,,,70.0,2.0,2.0,1.0,,,5.0,1.0,,2.0,,,70.0,2.0,28.1,8.8,0.0
,2011,12,23,0.0,58.0,38.3,,,NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH,-43.49,172.8,10.0,5.8,,,,,,60.0,2.0,,1.0,,,,1.0,,,,,60.0,2.0,,1.0,,,,1.0,17.7,12.8,0.0
,2011,12,27,15.0,21.0,56.8,,,RUSSIA:  KYZYL,51.842,95.911,15.0,6.7,,,,,,,,,2.0,,,,3.0,,,,,,,,2.0,,,,3.0,-20.1,8.1,0.0
,2012,1,19,12.0,35.0,51.3,,,IRAN:  KHORASAN-E-RAZAVI,36.288,58.835,8.0,5.3,,,,,,238.0,3.0,,1.0,,,,2.0,,,,,238.0,3.0,,1.0,,,,2.0,4.2,6.0,0.0
,2012,1,30,5.0,11.0,0.9,,,PERU:  ICA,-14.168,-75.635,43.0,6.4,,,,,,119.0,3.0,,1.0,,,,1.0,,,,,119.0,3.0,,1.0,,,,1.0,28.1,16.0,0.2
,2012,2,2,13.0,34.0,40.6,5442.0,,VANUATU ISLANDS,-17.827,167.133,23.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,2,6,3.0,49.0,12.5,,,PHILIPPINES:  NEGROS ORIENTAL PROVINCE,9.999,123.206,11.0,6.7,,51.0,2.0,62.0,2.0,112.0,3.0,9.0,3.0,15000.0,4.0,,,51.0,2.0,62.0,2.0,112.0,3.0,9.0,3.0,15000.0,4.0,,,26.9,18.4,28.1
,2012,2,26,2.0,35.0,0.5,,,TAIWAN:  PINGTUNG,22.661,120.891,28.0,5.9,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,16.4,14.3,7.4
,2012,2,27,18.0,48.0,55.3,,,IRAN:  RAVAR,31.428,56.778,10.0,5.2,,,,,,6.0,1.0,,1.0,,,,2.0,,,,,6.0,1.0,,1.0,,,,2.0,14.4,10.7,0.0
,2012,3,5,23.0,6.0,30.8,,,PHILIPPINES:  MASBATE ISLAND,12.354,123.7,37.0,5.6,,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,,,,,10.0,1.0,,1.0,1.0,1.0,,2.0,29.8,21.4,1.7
,2012,3,8,22.0,50.0,8.4,,,CHINA: XINJIANG,39.383,81.307,38.0,5.9,,,,,,36641.0,4.0,84.0,4.0,,,,3.0,,,,,36641.0,4.0,84.0,4.0,,,,3.0,9.1,12.2,0.0
,2012,3,9,7.0,9.0,50.9,5706.0,,VANUATU ISLANDS,-19.125,169.613,16.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,3,14,9.0,8.0,35.1,5446.0,,JAPAN:  HOKKAIDO,40.887,144.944,12.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,3,16,7.0,58.0,2.5,,,PHILIPPINES:  SURIGAO,10.037,125.633,18.0,5.8,,,,,,55.0,2.0,,1.0,4.0,1.0,,1.0,,,,,55.0,2.0,,1.0,4.0,1.0,,1.0,28.5,24.4,2.7
,2012,3,20,18.0,2.0,47.4,5447.0,,"MEXICO:  GUERRERO, OAXACA",16.493,-98.231,20.0,7.4,8.0,2.0,1.0,,,13.0,1.0,600.0,4.0,800.0,3.0,,,2.0,1.0,,,13.0,1.0,600.0,4.0,800.0,3.0,,,33.1,20.6,0.0
,2012,3,25,22.0,37.0,6.0,,,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,41.0,7.2,,1.0,1.0,,,14.0,1.0,,1.0,,,,2.0,1.0,1.0,,,14.0,1.0,,1.0,,,,2.0,25.0,15.3,0.0
,2012,4,11,8.0,38.0,36.7,5449.0,,INDONESIA:  N SUMATRA:  OFF WEST COAST,2.327,93.063,20.0,8.6,,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,10.0,1.0,,,12.0,1.0,,1.0,,,,2.0,,,
,2012,4,11,10.0,43.0,10.8,5450.0,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,25.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,4,14,22.0,5.0,26.4,5451.0,,VANUATU ISLANDS,-18.972,168.741,11.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,4,17,3.0,50.0,15.6,,,CHILE:  VALPARAISO,-32.625,-71.365,29.0,6.7,,2.0,1.0,,,,,,1.0,,,,2.0,2.0,1.0,,,,,,1.0,,,,2.0,21.2,8.8,0.0
,2012,5,3,10.0,9.0,35.6,,,"IRAN:  MOURMOURI, ABDANAN, DEHLORAN",32.747,47.726,10.0,5.4,,,,,,8.0,1.0,,2.0,,,,3.0,,,,,8.0,1.0,,2.0,,,,3.0,34.8,21.2,0.3
,2012,5,7,4.0,40.0,27.7,,,AZERBAIJAN:  ZAGATALA,41.549,46.789,11.0,5.7,,,,,,50.0,1.0,,3.0,3100.0,4.0,,1.0,,,,,50.0,1.0,,3.0,3100.0,4.0,,1.0,19.4,8.0,4.0
,2012,5,11,12.0,41.0,35.3,,,"INDIA:  ASSAM:  KAMRUP, GUWAHATI",26.175,92.889,43.0,5.4,,,,,,2.0,1.0,,1.0,,,,2.0,,,,,2.0,1.0,,1.0,,,,2.0,31.2,8.4,1.1
,2012,5,12,23.0,48.0,43.5,,,TAJIKISTAN,38.612,70.354,10.0,5.7,,1.0,1.0,,,,,,2.0,,3.0,,,1.0,1.0,,,,,,2.0,,3.0,,,11.6,7.6,8.0
,2012,5,14,10.0,0.0,40.2,,,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,10.0,6.3,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,13.6,19.2,0.0
,2012,5,19,13.0,41.0,21.2,,,BRAZIL:  MONTES CLAROS,-16.764,-43.999,10.0,4.1,,,,,,,,,1.0,,,6.0,1.0,,,,,,,,1.0,,,6.0,1.0,25.2,18.9,0.0
,2012,5,20,2.0,3.0,52.0,,,ITALY:  EMILIA ROMAGNA:  MIRANDOLA,44.89,11.23,6.0,6.1,,7.0,1.0,,,,1.0,,4.0,,,,3.0,7.0,1.0,,,50.0,1.0,,4.0,,,,3.0,20.5,15.6,14.2
,2012,5,20,13.0,18.0,2.0,,,ITALY:  SANT'AGOSTINO,44.831,11.49,5.0,5.1,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,21.1,15.2,12.7
,2012,5,22,0.0,0.0,32.7,,,BULGARIA: PERNIK,42.645,22.968,10.0,5.6,7.0,,,,,,,,2.0,,,90.0,2.0,,,,,,,,2.0,,,90.0,2.0,19.0,18.1,7.1
,2012,5,29,7.0,0.0,3.0,,,"ITALY:  EMILIA ROMAGNA:  MEDOLLA, MIRANDOLA, CAVEZZO",44.851,11.086,10.0,5.9,,17.0,1.0,,,350.0,3.0,15800.0,4.0,,,,,17.0,1.0,,,350.0,3.0,15800.0,4.0,,,,,28.7,9.9,0.0
,2012,6,4,11.0,18.0,13.4,,,INDONESIA:  JAVA,-7.692,106.371,50.0,5.8,,,,,,2.0,1.0,,1.0,,,23.0,1.0,,,,,2.0,1.0,,1.0,,,23.0,1.0,,,
,2012,6,10,12.0,44.0,16.5,,,TURKEY:  FETHIYE; GREECE:  RHODES,36.42,28.88,35.0,6.1,,,,,,6.0,1.0,,1.0,,,,2.0,,,,,6.0,1.0,,1.0,,,,2.0,32.6,12.3,0.0
,2012,6,11,5.0,29.0,11.5,,,AFGHANISTAN:  HINDU KUSH,36.023,69.351,16.0,5.8,,75.0,2.0,,,13.0,1.0,,2.0,143.0,3.0,593.0,3.0,75.0,2.0,,,13.0,1.0,,2.0,143.0,3.0,593.0,3.0,18.7,8.9,1.4
,2012,6,14,5.0,52.0,53.6,,,TURKEY:  SIRNAK,37.294,42.325,5.0,5.3,,,,,,23.0,1.0,,1.0,,,25.0,1.0,,,,,23.0,1.0,,1.0,,,25.0,1.0,40.2,9.8,0.0
,2012,6,24,7.0,59.0,34.8,,,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10.0,5.5,,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,,4.0,1.0,,,394.0,3.0,,4.0,6768.0,4.0,,,17.2,5.5,12.8
,2012,6,29,21.0,7.0,33.8,,,CHINA:  XINJIANG PROVINCE,43.433,84.7,18.0,6.3,,,,,,52.0,2.0,68.0,4.0,,,30000.0,4.0,,,,,52.0,2.0,68.0,4.0,,,30000.0,4.0,13.8,7.7,3.3
,2012,7,20,12.0,11.0,52.0,,,CHINA:  JIANGSU PROVINCE,32.978,119.593,10.0,4.9,,1.0,1.0,,,2.0,1.0,,1.0,,,,,1.0,1.0,,,2.0,1.0,,1.0,,,,,33.4,12.4,0.0
,2012,7,25,0.0,27.0,45.2,,,INDONESIA: BANDA ACEH,2.707,96.045,22.0,6.5,,1.0,1.0,,,,,,1.0,,,20.0,1.0,1.0,1.0,,,,,,1.0,,,20.0,1.0,,,
,2012,7,25,11.0,20.0,27.0,,,SOLOMON ISLANDS: GUADALCANAL,-9.694,159.727,20.0,6.4,,,,,,,,,1.0,26.0,1.0,,,,,,,,,,1.0,26.0,1.0,,,30.1,8.9,6.8
,2012,8,11,12.0,23.0,18.1,,,"IRAN:  AHAR, HARIS, VARZAGAN",38.329,46.826,11.0,6.5,,306.0,3.0,,,3000.0,4.0,599.0,4.0,,4.0,,4.0,306.0,3.0,,,3000.0,4.0,599.0,4.0,,4.0,,4.0,27.6,20.4,0.0
,2012,8,14,2.0,59.0,38.4,,,RUSSIA:  SAKHALIN ISLAND,49.8,145.064,583.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,8,18,9.0,41.0,52.4,,,"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG",-1.315,120.096,10.0,6.3,,6.0,1.0,,,43.0,1.0,,4.0,471.0,3.0,1097.0,4.0,6.0,1.0,,,43.0,1.0,,4.0,471.0,3.0,1097.0,4.0,29.6,7.4,23.0
,2012,8,27,4.0,37.0,19.4,5462.0,,NICARAGUA:  OFF THE COAST,12.139,-88.59,28.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2012,8,31,12.0,47.0,33.3,5463.0,,"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN",10.811,126.638,28.0,7.6,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,0.3,1.0,,1.0,,,,,
,2012,9,5,14.0,42.0,7.8,5464.0,,COSTA RICA:  NICOYA,10.085,-85.315,35.0,7.6,,2.0,1.0,,,20.0,1.0,,1.0,,2.0,,,2.0,1.0,,,20.0,1.0,,1.0,,2.0,,,29.4,6.7,7.0
,2012,9,7,3.0,19.0,42.5,,,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,10.0,5.6,,81.0,2.0,,,821.0,3.0,1000.0,4.0,37000.0,4.0,133000.0,4.0,81.0,2.0,,,821.0,3.0,1000.0,4.0,37000.0,4.0,133000.0,4.0,30.2,9.8,0.2
,2012,10,18,2.0,33.0,27.9,,,"INDIA:  DEURALA, JAISINGHNAGAR, KOTMA, SARAI, UMARIA",23.739,81.314,10.0,5.0,,,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,2.0,1.0,1.0,33.0,9.3,0.0
,2012,10,28,3.0,4.0,8.9,5467.0,,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,14.0,7.7,,,,,,,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,8.0,15.5,1.6
,2012,11,7,16.0,35.0,46.9,5468.0,,"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU",13.988,-91.895,24.0,7.3,,48.0,2.0,,,155.0,3.0,210.0,4.0,2769.0,4.0,7561.0,4.0,48.0,2.0,,,155.0,3.0,210.0,4.0,2769.0,4.0,7561.0,4.0,31.6,9.0,1.0
,2012,11,11,1.0,12.0,38.8,,,MYANMAR (BURMA):  SHWEBO,23.005,95.885,14.0,6.8,,26.0,1.0,,,230.0,3.0,,2.0,251.0,3.0,,,26.0,1.0,,,230.0,3.0,,2.0,251.0,3.0,,,30.4,7.8,0.0
,2012,11,26,5.0,33.0,48.8,,,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,10.0,5.1,,,,,,,,,1.0,,,,2.0,,,,,,,,1.0,,,,2.0,2.9,25.8,0.0
,2012,12,5,17.0,8.0,13.5,,,IRAN:  KHORASAN PROVINCE,33.506,59.571,14.0,5.7,,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,8.0,1.0,,,12.0,1.0,,1.0,,,,1.0,14.0,21.5,0.0
,2012,12,7,8.0,18.0,23.1,5469.0,,JAPAN:  HONSHU:  MIYAGI PREFECTURE,37.89,143.949,31.0,7.2,,,,,,11.0,1.0,,,,,,,,,,,11.0,1.0,,,,,,,,,
,2013,1,5,8.0,58.0,19.3,5472.0,,ALASKA:  SOUTHEASTERN,55.393,-134.652,10.0,7.5,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
,2013,1,21,22.0,22.0,52.7,,,INDONESIA:  SUMATERA:  N,4.927,95.907,12.0,6.1,,1.0,1.0,,,15.0,1.0,,1.0,,,71.0,2.0,1.0,1.0,,,15.0,1.0,,1.0,,,71.0,2.0,26.0,6.4,11.7
,2013,2,6,1.0,12.0,25.8,5476.0,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,24.0,7.9,8.0,,,,,,,,2.0,,,,,10.0,1.0,,,15.0,1.0,36.0,4.0,588.0,3.0,478.0,3.0,,,
,2013,2,8,15.0,26.0,38.4,5477.0,,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,21.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013,2,9,14.0,16.0,7.8,,,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,145.0,7.0,,,,,,15.0,1.0,,2.0,100.0,2.0,1900.0,4.0,,,,,15.0,1.0,,2.0,100.0,2.0,1900.0,4.0,14.4,7.0,23.6
,2013,2,15,3.0,20.0,26.0,,,RUSSIA:  CHELYABINSK (METEOR EXPLOSION),55.15,61.41,,4.2,,,,,,1000.0,3.0,,3.0,,,4000.0,4.0,,,,,1000.0,3.0,,3.0,,,4000.0,4.0,-8.1,9.9,0.0
,2013,2,19,2.0,47.0,1.2,,,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,10.0,4.9,,,,,,8.0,1.0,,2.0,72.0,2.0,949.0,3.0,,,,,8.0,1.0,,2.0,72.0,2.0,949.0,3.0,8.5,12.0,0.0
,2013,2,22,21.0,1.0,47.2,,,PERU:  S,-15.748,-71.425,8.0,5.3,,,,,,,,,1.0,,,80.0,2.0,,,,,,,,1.0,,,80.0,2.0,11.3,12.0,15.7
,2013,3,3,5.0,41.0,16.9,,,CHINA:  YUNNAN PROVINCE,25.98,99.812,8.0,5.4,,,,,,30.0,1.0,,3.0,700.0,3.0,2500.0,4.0,,,,,30.0,1.0,,3.0,700.0,3.0,2500.0,4.0,24.2,13.9,0.0
,2013,3,11,3.0,1.0,37.4,,,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,10.0,5.1,,,,,,,,,2.0,864.0,3.0,,,,,,,,,,2.0,864.0,3.0,,,12.1,9.0,0.0
,2013,3,27,2.0,3.0,19.8,,,"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,19.0,6.0,,1.0,1.0,,,86.0,2.0,1.128,2.0,,,,3.0,1.0,1.0,,,86.0,2.0,1.128,2.0,,,,3.0,15.5,6.9,2.1
,2013,4,9,11.0,52.0,49.9,,,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,12.0,6.3,,37.0,1.0,,,850.0,3.0,297.0,4.0,,3.0,700.0,3.0,37.0,1.0,,,850.0,3.0,297.0,4.0,,3.0,700.0,3.0,28.2,8.4,0.0
,2013,4,10,19.0,14.0,2.0,,,HONDURAS: ATLANTIDA,15.52,-87.159,4.0,5.4,,,,,,,,,1.0,12.0,1.0,66.0,2.0,,,,,,,,1.0,12.0,1.0,66.0,2.0,34.0,7.1,0.0
,2013,4,12,20.0,33.0,17.5,,,JAPAN,34.369,134.828,14.0,5.8,,,,,,24.0,1.0,,1.0,,,,1.0,,,,,24.0,1.0,,1.0,,,,1.0,13.6,21.2,0.0
,2013,4,16,10.0,44.0,20.1,,,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,80.0,7.7,,40.0,1.0,,,300.0,3.0,,3.0,,,1000.0,3.0,40.0,1.0,,,300.0,3.0,,3.0,,,1000.0,3.0,29.8,17.0,0.0
,2013,4,17,8.0,57.0,33.9,,,JAPAN: MIYAKEJIMA,33.958,139.352,9.0,5.8,,,,,,3.0,1.0,,1.0,,,,2.0,,,,,3.0,1.0,,1.0,,,,2.0,,,
,2013,4,18,0.0,50.0,38.5,,,TEXAS:  WEST,31.817,-97.088,0.0,2.1,,14.0,1.0,,,200.0,3.0,100.0,4.0,50.0,1.0,,,14.0,1.0,,,200.0,3.0,100.0,4.0,50.0,1.0,,,26.4,33.7,19.6
,2013,4,19,3.0,5.0,52.6,5479.0,,RUSSIA:  KURIL ISLANDS,46.221,150.788,110.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013,4,20,0.0,2.0,47.5,,,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,14.0,6.6,,196.0,3.0,21.0,1.0,11470.0,4.0,6800.0,4.0,,3.0,,3.0,196.0,3.0,21.0,1.0,11470.0,4.0,6800.0,4.0,,3.0,,3.0,19.8,7.6,0.0
,2013,4,22,1.0,16.0,32.0,5752.0,,MEXICO:  MICHOACAN: LAZARO CARDENAS,18.081,-102.182,30.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,30.1,20.4,0.0
,2013,4,24,9.0,25.0,30.0,,,AFGHANISTAN:  KAMA,34.526,70.22,64.0,5.5,,18.0,1.0,,,141.0,3.0,,2.0,,,676.0,3.0,18.0,1.0,,,141.0,3.0,,2.0,,,676.0,3.0,23.1,7.6,0.0
,2013,5,1,6.0,57.0,13.4,,,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061,75.863,15.0,5.7,,3.0,1.0,,,90.0,2.0,19.5,3.0,1136.0,4.0,95532.0,4.0,3.0,1.0,,,90.0,2.0,19.5,3.0,1136.0,4.0,95532.0,4.0,15.0,8.5,2.7
,2013,5,11,2.0,8.0,8.5,,,IRAN:  HORMOZGAN: BASHAGARD,26.56,57.77,15.0,6.1,,2.0,1.0,,,20.0,1.0,,2.0,,,,3.0,2.0,1.0,,,20.0,1.0,,2.0,,,,3.0,29.9,14.8,0.0
,2013,5,19,9.0,7.0,26.5,,,ALGERIA:  ALGIERS,36.703,5.261,7.0,4.9,,,,,,5.0,1.0,,1.0,,,,2.0,,,,,5.0,1.0,,1.0,,,,2.0,20.6,13.7,0.0
,2013,5,24,5.0,44.0,48.9,,,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,598.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013,6,1,14.0,10.0,6.7,,,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275,124.898,10.0,5.7,,,,,,33.0,1.0,,1.0,,,164.0,3.0,,,,,33.0,1.0,,1.0,,,164.0,3.0,33.6,7.9,0.0
,2013,6,2,5.0,43.0,3.4,,,TAIWAN:  JENAI,23.789,121.141,17.0,6.3,,4.0,1.0,,,21.0,1.0,,1.0,,,,,4.0,1.0,,,21.0,1.0,,1.0,,,,,28.3,4.0,0.5
,2013,6,15,16.0,11.0,2.0,5793.0,,GREECE:  CRETE,34.4,25.02,10.0,6.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2013,6,18,23.0,2.0,9.8,,,RUSSIA:  KEMEROVO,54.263,86.173,10.0,5.3,,,,,,,,,1.0,,,500.0,3.0,,,,,,,,1.0,,,500.0,3.0,17.2,17.9,0.0
,2013,6,22,5.0,42.0,39.8,,,INDONESIA:  LOMBOK ISLAND,-8.305,116.058,47.0,5.1,,,,,,50.0,1.0,,3.0,5370.0,3.0,1700.0,4.0,,,,,50.0,1.0,,3.0,5370.0,4.0,1700.0,4.0,31.5,4.3,16.8
,2013,7,2,7.0,37.0,2.6,,,INDONESIA:  BANDA ACEH,4.645,96.665,13.0,6.1,,48.0,1.0,,,2532.0,4.0,113.0,4.0,20401.0,4.0,,,48.0,1.0,,,2532.0,4.0,113.0,4.0,20401.0,4.0,,,27.2,6.5,8.2
,2013,7,8,2.0,13.0,40.6,,,INDONESIA:  JAVA,-8.803,113.002,60.0,5.7,,,,,,1.0,1.0,,1.0,124.0,3.0,,,,,,,1.0,1.0,,1.0,124.0,3.0,,,,,
,2013,7,17,3.0,0.0,56.5,,,ALGERIA:  HAMMAM MELOUANE,36.534,3.086,10.0,4.8,,,,,,11.0,1.0,,1.0,,,,3.0,,,,,11.0,1.0,,1.0,,,,3.0,29.4,18.2,0.0
,2013,7,21,5.0,9.0,31.4,5491.0,,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,17.0,6.5,,,,,,5.0,1.0,,1.0,,,35.0,1.0,,,,,5.0,1.0,,1.0,,,35.0,1.0,15.0,20.0,0.0
,2013,7,21,23.0,45.0,56.6,,,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,8.0,6.0,,94.0,2.0,5.0,1.0,1001.0,4.0,466.0,4.0,1968.0,4.0,22496.0,4.0,94.0,2.0,5.0,1.0,1001.0,4.0,466.0,4.0,1968.0,4.0,22496.0,4.0,16.9,11.3,3.2
,2013,8,2,21.0,37.0,7.0,,,INDIA:  KASHMIR:  KISHTWAR,33.297,75.95,42.0,5.2,3.0,,,,,2.0,1.0,,2.0,,,,3.0,,,,,2.0,1.0,,2.0,,,,3.0,14.5,6.0,16.6
,2013,8,7,9.0,6.0,2.0,,,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689,22.695,0.0,5.5,,,,,,,,,2.0,100.0,2.0,,,,,,,,,,2.0,100.0,2.0,,,28.6,14.4,0.0
,2013,8,11,21.0,23.0,31.0,,,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,6.0,5.7,,,,,,,,,2.0,,,,1.0,,,,,,,,2.0,,,,1.0,12.7,4.2,13.7
,2013,8,16,2.0,31.0,47.0,5519.0,,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.731,174.027,12.0,6.5,6.0,,,,,,2.0,,2.0,,2.0,,2.0,,,,,,2.0,,2.0,,2.0,,2.0,14.0,21.7,3.5
,2013,8,21,12.0,38.0,7.0,,,"MEXICO:  SAN MARCOS, ACAPULCO",16.878,-99.498,21.0,6.2,8.0,,,,,1.0,1.0,,1.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,1.0,32.6,9.8,2.1
,2013,8,27,20.0,44.0,36.0,,,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,10.0,5.2,,,,,,,,,1.0,36.0,1.0,36.0,1.0,,,,,,,,1.0,36.0,1.0,36.0,1.0,23.9,6.7,1.2
,2013,8,31,0.0,5.0,15.0,,,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,8.0,5.8,,5.0,1.0,,,24.0,1.0,,3.0,600.0,3.0,55500.0,4.0,5.0,1.0,,,24.0,1.0,,3.0,600.0,3.0,55500.0,4.0,14.9,6.1,7.4
,2013,9,7,0.0,13.0,57.0,,,"GUATEMALA:  COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66.0,6.4,7.0,1.0,1.0,,,11.0,1.0,,1.0,3.0,1.0,,,1.0,1.0,,,11.0,1.0,,1.0,3.0,1.0,,,32.7,9.1,2.3
