Fecha,Tsu,Vol,Location Name,Latitude,Longitude,Focal_Depth_km,Mag,MMI_Int,Total_Deaths,Total_Injuries,Temp_C,Wind_ms,Precip_mm
2013-01-21,0.0,0.0,INDONESIA:  SUMATERA:  N,4.927,95.907,12.0,6.1,0.0,1.0,15.0,26.0,6.4,11.7
2013-02-06,5476.0,0.0,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.799,165.114,24.0,7.9,8.0,10.0,15.0,0.0,0.0,0.0
2013-02-08,5477.0,0.0,SOLOMON ISLANDS:  SANTA CRUZ ISLANDS,-10.928,166.018,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-02-09,0.0,0.0,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,145.0,7.0,0.0,0.0,15.0,14.4,7.0,23.6
2013-02-15,0.0,0.0,RUSSIA:  CHELYABINSK (METEOR EXPLOSION),55.15,61.41,0.0,4.2,0.0,0.0,1000.0,-8.1,9.9,0.0
2013-02-19,0.0,0.0,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,10.0,4.9,0.0,0.0,8.0,8.5,12.0,0.0
2013-02-22,0.0,0.0,PERU:  S,-15.748,-71.425,8.0,5.3,0.0,0.0,0.0,11.3,12.0,15.7
2013-03-03,0.0,0.0,CHINA:  YUNNAN PROVINCE,25.98,99.812,8.0,5.4,0.0,0.0,30.0,24.2,13.9,0.0
2013-03-11,0.0,0.0,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,10.0,5.1,0.0,0.0,0.0,12.1,9.0,0.0
2013-03-27,0.0,0.0,"TAIWAN:  NANTOU COUNTY, TAIPEI",23.828,121.215,19.0,6.0,0.0,1.0,86.0,15.5,6.9,2.1
2013-04-09,0.0,0.0,"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA",28.428,51.593,12.0,6.3,0.0,37.0,850.0,28.2,8.4,0.0
2013-04-10,0.0,0.0,HONDURAS: ATLANTIDA,15.52,-87.159,4.0,5.4,0.0,0.0,0.0,34.0,7.1,0.0
2013-04-12,0.0,0.0,JAPAN,34.369,134.828,14.0,5.8,0.0,0.0,24.0,13.6,21.2,0.0
2013-04-16,0.0,0.0,IRAN; PAKISTAN:  MASHKAL,28.033,61.996,80.0,7.7,0.0,40.0,300.0,29.8,17.0,0.0
2013-04-17,0.0,0.0,JAPAN: MIYAKEJIMA,33.958,139.352,9.0,5.8,0.0,0.0,3.0,0.0,0.0,0.0
2013-04-18,0.0,0.0,TEXAS:  WEST,31.817,-97.088,0.0,2.1,0.0,14.0,200.0,26.4,33.7,19.6
2013-04-19,5479.0,0.0,RUSSIA:  KURIL ISLANDS,46.221,150.788,110.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0
2013-04-20,0.0,0.0,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,14.0,6.6,0.0,196.0,11470.0,19.8,7.6,0.0
2013-04-22,5752.0,0.0,MEXICO:  MICHOACAN: LAZARO CARDENAS,18.081,-102.182,30.0,6.0,6.0,0.0,0.0,30.1,20.4,0.0
2013-04-24,0.0,0.0,AFGHANISTAN:  KAMA,34.526,70.22,64.0,5.5,0.0,18.0,141.0,23.1,7.6,0.0
2013-05-01,0.0,0.0,"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN",33.061,75.863,15.0,5.7,0.0,3.0,90.0,15.0,8.5,2.7
2013-05-11,0.0,0.0,IRAN:  HORMOZGAN: BASHAGARD,26.56,57.77,15.0,6.1,0.0,2.0,20.0,29.9,14.8,0.0
2013-05-19,0.0,0.0,ALGERIA:  ALGIERS,36.703,5.261,7.0,4.9,0.0,0.0,5.0,20.6,13.7,0.0
2013-05-24,0.0,0.0,RUSSIA:  SEVERO KURILSKIYE,54.892,153.221,598.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,"PHILIPPINES:  N. COTABATO:  KIMADZIL, KIBUGTONGAN",7.275,124.898,10.0,5.7,0.0,0.0,33.0,33.6,7.9,0.0
2013-06-02,0.0,0.0,TAIWAN:  JENAI,23.789,121.141,17.0,6.3,0.0,4.0,21.0,28.3,4.0,0.5
2013-06-15,5793.0,0.0,GREECE:  CRETE,34.4,25.02,10.0,6.2,3.0,0.0,0.0,0.0,0.0,0.0
2013-06-18,0.0,0.0,RUSSIA:  KEMEROVO,54.263,86.173,10.0,5.3,0.0,0.0,0.0,17.2,17.9,0.0
2013-06-22,0.0,0.0,INDONESIA:  LOMBOK ISLAND,-8.305,116.058,47.0,5.1,0.0,0.0,50.0,31.5,4.3,16.8
2013-07-02,0.0,0.0,INDONESIA:  BANDA ACEH,4.645,96.665,13.0,6.1,0.0,48.0,2532.0,27.2,6.5,8.2
2013-07-08,0.0,0.0,INDONESIA:  JAVA,-8.803,113.002,60.0,5.7,0.0,0.0,1.0,0.0,0.0,0.0
2013-07-17,0.0,0.0,ALGERIA:  HAMMAM MELOUANE,36.534,3.086,10.0,4.8,0.0,0.0,11.0,29.4,18.2,0.0
2013-07-21,5491.0,0.0,NEW ZEALAND:  COOK STRAIT,-41.704,174.337,17.0,6.5,0.0,0.0,5.0,15.0,20.0,0.0
2013-07-21,0.0,0.0,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,8.0,6.0,0.0,94.0,1001.0,16.9,11.3,3.2
2013-08-02,0.0,0.0,INDIA:  KASHMIR:  KISHTWAR,33.297,75.95,42.0,5.2,3.0,0.0,2.0,14.5,6.0,16.6
2013-08-07,0.0,0.0,"GREECE:  CENTRAL:   PHTHIOTIS, REGGINI",38.689,22.695,0.0,5.5,0.0,0.0,0.0,28.6,14.4,0.0
2013-08-11,0.0,0.0,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,6.0,5.7,0.0,0.0,0.0,12.7,4.2,13.7
2013-08-16,5519.0,0.0,"NEW ZEALAND:  WELLINGTON, MARLBOROUGH",-41.731,174.027,12.0,6.5,6.0,0.0,0.0,14.0,21.7,3.5
2013-08-21,0.0,0.0,"MEXICO:  SAN MARCOS, ACAPULCO",16.878,-99.498,21.0,6.2,8.0,0.0,1.0,32.6,9.8,2.1
2013-08-27,0.0,0.0,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,10.0,5.2,0.0,0.0,0.0,23.9,6.7,1.2
2013-08-31,0.0,0.0,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,8.0,5.8,0.0,5.0,24.0,14.9,6.1,7.4
2013-09-07,0.0,0.0,"GUATEMALA:  COATEPEQUE, QUETZALTENANGO",14.606,-92.121,66.0,6.4,7.0,1.0,11.0,32.7,9.1,2.3
2013-09-24,5506.0,0.0,"PAKISTAN:  AWARAN, KECH",26.951,65.501,15.0,7.7,4.0,825.0,619.0,37.4,18.8,0.0
2013-09-25,0.0,0.0,PERU:  AREQUIPA,-16.15,-74.87,31.0,7.1,6.0,0.0,0.0,0.0,0.0,0.0
2013-09-28,0.0,0.0,PAKISTAN: AWARAN,27.183,65.505,12.0,6.8,0.0,22.0,50.0,31.8,23.9,0.0
2013-10-12,5794.0,0.0,GREECE:  CRETE:  CHANIA,35.514,23.252,40.0,6.6,7.0,0.0,1.0,0.0,0.0,0.0
2013-10-15,0.0,0.0,"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS",9.88,124.117,19.0,7.1,7.0,222.0,976.0,32.0,8.4,12.1
2013-10-22,0.0,0.0,INDONESIA:  BANDA ACEH,5.103,95.971,10.0,5.5,5.0,1.0,2.0,26.7,5.5,12.1
2013-10-25,5533.0,0.0,JAPAN:  HONSHU:  E COAST,37.2,144.6,10.0,7.1,4.0,0.0,1.0,0.0,0.0,0.0
2013-11-10,0.0,0.0,TAJIKISTAN:  VAHDAT,38.41,68.89,23.0,5.2,4.0,0.0,0.0,12.1,6.8,0.0
2013-11-17,5534.0,0.0,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,10.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0
2013-11-22,0.0,0.0,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,10.0,5.3,0.0,0.0,0.0,3.3,17.6,0.0
2013-11-28,0.0,0.0,IRAN:  BORAZJAN,29.275,51.313,4.0,5.7,4.0,8.0,200.0,25.5,6.4,0.0
2014-01-02,0.0,0.0,IRAN:  BASTAK,27.15,54.448,8.0,5.3,0.0,1.0,30.0,17.9,7.9,0.0
2014-01-05,0.0,0.0,COLOMBIA:  SIPI,4.557,-76.644,54.0,5.6,5.0,0.0,0.0,28.3,9.7,16.2
2014-01-13,0.0,0.0,PUERTO RICO,19.043,-66.81,20.0,6.4,5.0,0.0,0.0,0.0,0.0,0.0
2014-01-20,0.0,0.0,"NEW ZEALAND: WELLINGTON, MANAWATU-WANGANUI",-40.66,175.814,28.0,6.1,7.0,0.0,0.0,13.2,21.4,17.0
2014-01-25,0.0,0.0,INDONESIA:  JAVA:  BANYUMAS,-7.986,109.265,66.0,6.1,5.0,0.0,0.0,29.6,13.1,89.7
2014-01-26,0.0,0.0,GREECE:  KEFALONIA,38.208,20.453,8.0,6.1,7.0,0.0,6.0,0.0,0.0,0.0
2014-02-02,0.0,0.0,IRAN:  GOHARAN,26.589,57.741,10.0,5.3,0.0,0.0,0.0,15.0,21.5,0.0
2014-02-03,0.0,0.0,GREECE:  KEFALONIA:  LIXOURION,38.244,20.379,4.0,6.0,3.0,0.0,16.0,0.0,0.0,0.0
2014-02-09,0.0,0.0,OKLAHOMA:  GUTHRIE,35.937,-97.271,5.0,4.1,4.0,0.0,0.0,1.2,14.3,0.0
2014-02-12,0.0,0.0,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,10.0,6.9,0.0,0.0,0.0,-16.1,15.8,0.0
2014-02-26,0.0,0.0,AUSTRALIA:  KALGOORLIE,-30.686,121.332,1.0,4.5,0.0,0.0,0.0,24.7,19.8,0.0
2014-03-13,0.0,0.0,JAPAN:  SOUTHWESTERN,33.684,131.825,79.0,6.3,5.0,0.0,18.0,16.5,26.6,8.4
2014-03-16,5555.0,0.0,CHILE:  IQUIQUE,-19.965,-70.814,21.0,6.7,6.0,0.0,0.0,0.0,0.0,0.0
2014-03-29,0.0,0.0,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,4.0,5.1,6.0,0.0,0.0,21.8,19.3,0.0
2014-04-01,5557.0,0.0,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25.0,8.2,8.0,7.0,0.0,0.0,0.0,0.0
2014-04-03,5558.0,0.0,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,22.0,7.7,8.0,0.0,0.0,0.0,0.0,0.0
2014-04-04,0.0,0.0,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,25.0,5.4,0.0,0.0,21.0,15.0,7.0,2.8
2014-04-10,0.0,0.0,"NICARAGUA:  NAGAROTE, MANAGUA",12.403,-86.378,13.0,6.1,0.0,2.0,250.0,35.2,27.8,0.0
2014-04-11,0.0,0.0,PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND,-6.586,155.049,61.0,7.1,0.0,1.0,0.0,29.4,8.7,3.3
2014-04-12,5559.0,0.0,SOLOMON ISLANDS,-11.27,162.148,23.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-13,5560.0,0.0,SOLOMON ISLANDS,-11.463,162.051,39.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-14,0.0,0.0,"NICARAGUA:  MANAGUA, CIUDAD SANDINO",12.151,-86.281,10.0,5.2,0.0,0.0,0.0,35.1,18.8,0.0
2014-04-18,5563.0,0.0,MEXICO:  GUERRERO; MEXICO CITY,17.397,-100.972,24.0,7.2,6.0,0.0,0.0,31.1,9.5,0.0
2014-04-19,5564.0,0.0,PAPUA NEW GUINEA:  SOLOMON SEA,-6.755,155.024,43.0,7.5,0.0,0.0,0.0,28.8,6.0,13.6
2014-05-05,0.0,0.0,THAILAND:  CHIANG RAI,19.656,99.67,6.0,6.1,5.0,1.0,32.0,31.1,9.2,38.2
2014-05-08,0.0,0.0,MEXICO:  TECPAN,17.235,-100.746,17.0,6.4,5.0,0.0,0.0,32.4,20.2,27.9
2014-05-08,0.0,0.0,PAKISTAN:  NAWABSHAH,26.387,68.358,15.0,4.5,0.0,2.0,70.0,39.9,11.4,0.0
2014-05-17,0.0,0.0,GERMANY:  HESSE,49.799,8.69,5.0,3.6,4.0,0.0,0.0,18.1,12.1,0.0
2014-05-19,0.0,0.0,ALBANIA:  BELSH,41.115,19.777,10.0,5.0,4.0,0.0,0.0,21.1,8.4,0.3
2014-05-24,5790.0,0.0,"GREECE, TURKEY",40.24,25.33,23.0,6.9,7.0,3.0,310.0,0.0,0.0,0.0
2014-05-30,0.0,0.0,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25.0,97.845,10.0,5.9,0.0,0.0,45.0,26.7,7.6,3.5
2014-06-23,5572.0,0.0,KERMADEC ISLANDS: SSE OF RAOUL ISLAND,-29.977,-177.725,20.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-23,5571.0,0.0,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-07,0.0,0.0,MEXICO; GUATEMALA:  SAN MARCOS,14.728,-92.578,67.0,6.9,5.0,3.0,33.0,34.0,9.5,0.0
2014-07-11,5574.0,0.0,JAPAN:  SANRIKU,37.005,142.453,20.0,6.5,5.0,0.0,3.0,0.0,0.0,0.0
2014-07-15,0.0,0.0,OKLAHOMA:  HARRAH,35.524,-97.146,5.0,3.9,5.0,0.0,0.0,30.7,21.1,0.8
2014-07-25,5575.0,0.0,ALASKA:  SOUTHEASTERN,58.306,-136.96,10.0,6.1,4.0,0.0,0.0,13.9,20.6,21.7
2014-07-29,0.0,0.0,MEXICO:  OAXACA,17.682,-95.653,107.0,6.3,5.0,1.0,1.0,32.2,13.0,2.2
2014-08-01,0.0,0.0,ALGERIA:  ALGIERS,36.841,3.301,30.0,5.5,6.0,6.0,420.0,30.7,11.9,0.0
2014-08-03,0.0,0.0,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,12.0,6.2,0.0,615.0,3143.0,24.3,4.8,10.6
2014-08-05,0.0,0.0,SOUTH AFRICA:  ORKNEY,-26.99,26.705,5.0,5.5,6.0,1.0,17.0,24.9,16.9,0.0
2014-08-12,0.0,0.0,ECUADOR:  QUITO,-0.018,-78.322,12.0,5.1,5.0,2.0,8.0,18.7,6.9,2.2
2014-08-16,0.0,0.0,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,10.0,5.0,2.0,0.0,6.0,23.2,6.4,13.2
2014-08-18,0.0,0.0,IRAN:  ILAM PROVINCE:  ABDANAN,32.663,47.673,6.0,6.2,3.0,0.0,330.0,42.2,17.7,2.8
2014-08-24,0.0,0.0,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.312,11.0,6.1,8.0,1.0,257.0,21.8,16.6,0.0
2014-09-20,0.0,0.0,PHILIPPINES:  BARANGAY LUAYON,6.864,125.233,26.0,5.2,5.0,0.0,1.0,28.9,3.8,0.7
2014-09-28,0.0,0.0,PERU:  PARURO PROVINCE,-13.843,-71.695,10.0,5.1,7.0,8.0,6.0,35.9,10.1,0.5
2014-10-07,0.0,0.0,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,9.0,6.1,0.0,1.0,323.0,23.2,7.4,0.0
2014-10-09,5577.0,0.0,CHILE: EASTER ISLAND REGION,-32.108,-110.811,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-14,5607.0,0.0,EL SALVADOR:  GULF OF FONSECA,12.526,-88.123,40.0,7.3,7.0,1.0,0.0,0.0,0.0,0.0
2014-11-15,5578.0,0.0,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,45.0,7.1,5.0,0.0,0.0,0.0,0.0,0.0
2014-11-22,0.0,0.0,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,9.0,5.9,3.0,5.0,65.0,-0.7,7.9,0.0
2014-11-22,0.0,0.0,"JAPAN:  NAGANO:  HAKUBA, OTARI",36.641,137.888,9.0,6.2,9.0,0.0,45.0,13.4,7.7,0.4
2014-12-06,0.0,0.0,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,10.0,5.6,0.0,1.0,15.0,28.2,10.4,0.0
2014-12-23,0.0,0.0,ALGERIA:  BLIDA,36.492,3.025,7.0,4.9,0.0,0.0,0.0,16.3,12.0,0.0
2015-01-14,0.0,0.0,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,10.0,5.3,6.0,0.0,11.0,4.8,5.2,0.0
2015-02-16,5580.0,0.0,JAPAN:  HONSHU,39.856,142.881,23.0,6.7,4.0,0.0,0.0,0.0,0.0,0.0
2015-02-19,5582.0,0.0,VANUATU ISLANDS,-16.431,168.148,10.0,6.4,5.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,0.0,0.0,CHINA:  YUNNAN PROVINCE,23.01,101.755,10.0,4.5,0.0,0.0,0.0,26.9,11.4,0.0
2015-02-21,0.0,0.0,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,7.0,3.6,0.0,4.0,1.0,13.0,9.8,1.3
2015-02-22,0.0,0.0,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,12.0,5.1,0.0,0.0,0.0,-2.4,7.5,0.0
2015-02-26,0.0,0.0,PAKISTAN:  BATTAGRAM,34.671,73.278,30.0,5.4,4.0,0.0,5.0,7.2,5.9,0.0
2015-02-28,0.0,0.0,PERU:  AREQUIPA:  CAYLLOMA:  CABANACONDE,-15.693,-71.934,10.0,4.5,3.0,0.0,0.0,13.0,10.8,10.0
2015-03-01,0.0,0.0,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,11.0,5.5,0.0,0.0,39.0,32.2,5.5,0.0
2015-03-08,0.0,0.0,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,20.0,4.4,4.0,0.0,0.0,0.5,14.8,0.4
2015-03-10,0.0,0.0,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,184.0,6.2,5.0,0.0,0.0,28.9,4.5,6.1
2015-03-14,0.0,0.0,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,10.0,4.6,0.0,2.0,13.0,13.8,15.1,0.0
2015-03-29,5581.0,0.0,PAPUA NEW GUINEA,-4.729,152.562,41.0,7.5,6.0,0.0,0.0,29.7,12.1,7.4
2015-04-20,0.0,0.0,TAIWAN:  TAIPEI,24.203,122.316,29.0,6.4,4.0,1.0,1.0,0.0,0.0,0.0
2015-04-25,0.0,0.0,NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH,28.231,84.731,8.0,7.8,8.0,8957.0,24000.0,18.7,5.8,7.6
2015-05-02,5584.0,7537.0,JAPAN:  HONSHU:  S. OF,31.529,140.213,10.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2015-05-05,5583.0,0.0,PAPUA NEW GUINEA,-5.462,151.875,55.0,7.5,0.0,0.0,0.0,26.4,6.4,17.1
2015-05-12,0.0,0.0,NEPAL:   DOLAKHA,27.809,86.066,15.0,7.3,7.0,117.0,2800.0,17.2,7.0,5.1
2015-05-30,0.0,0.0,JAPAN:  BONIN ISLANDS [CHICHIJIMA ISLAND],27.839,140.493,664.0,7.8,6.0,0.0,12.0,0.0,0.0,0.0
2015-06-04,0.0,0.0,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",5.987,116.541,10.0,6.0,6.0,18.0,0.0,27.2,4.7,8.3
2015-06-28,0.0,0.0,INDIA:  KOKRAJHAR,26.638,90.41,26.0,5.3,0.0,0.0,2.0,30.9,12.0,12.1
2015-07-03,0.0,0.0,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,10.0,6.4,0.0,3.0,263.0,33.5,19.0,0.0
2015-07-03,0.0,0.0,PHILIPPINES:  MINDANAO,10.169,125.891,32.0,6.1,0.0,1.0,0.0,0.0,0.0,0.0
2015-07-10,5589.0,0.0,SOLOMON ISLANDS,-9.307,158.403,12.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-18,5588.0,0.0,SOLOMON ISLANDS,-10.401,165.141,11.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0
2015-07-24,0.0,0.0,PAKISTAN:  ABBOTTABAD,33.856,73.193,17.0,5.1,5.0,3.0,1.0,28.9,9.2,2.6
2015-07-27,5591.0,0.0,ALASKA,52.214,-169.399,23.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-27,0.0,0.0,INDONESIA:  PAPUA,-2.629,138.528,48.0,7.0,5.0,1.0,0.0,31.0,6.5,2.4
2015-07-29,0.0,0.0,COLOMBIA-PANAMA:  COLOMBIA:  UNGUIA,8.231,-77.315,12.0,5.9,3.0,0.0,6.0,25.5,6.2,13.0
2015-08-07,0.0,0.0,RWANDA:  BUKAVU,-2.141,28.897,11.0,5.8,4.0,3.0,30.0,14.5,10.7,0.0
2015-08-09,0.0,0.0,EL SALVADOR:  ALEGRIA,13.668,-88.478,10.0,4.5,4.0,0.0,4.0,37.4,11.8,0.9
2015-09-16,5590.0,0.0,CHILE:  CENTRAL,-31.573,-71.674,22.0,8.3,9.0,15.0,14.0,14.5,10.5,0.0
2015-09-24,0.0,0.0,INDONESIA:  SORONG,-0.59,131.27,10.0,6.6,5.0,0.0,62.0,29.8,23.1,0.0
2015-10-17,0.0,0.0,ARGENTINA:  GALPON,-25.442,-64.632,33.0,5.8,7.0,2.0,30.0,21.9,11.1,0.0
2015-10-26,0.0,0.0,AFGHANISTAN: HINDU KUSH,36.524,70.368,231.0,7.5,7.0,399.0,1770.0,-0.2,6.2,1.5
2015-11-04,0.0,0.0,INDONESIA:  EAST NUSA TENGGARA:  ALOR,-8.338,124.875,20.0,6.5,5.0,0.0,3.0,29.9,9.3,0.0
2015-11-07,0.0,0.0,VENEZUELA:  MERIDA,8.477,-71.365,14.0,5.3,0.0,1.0,0.0,26.8,5.0,11.9
2015-11-11,5592.0,0.0,CHILE:  LA SERENA,-29.439,-72.105,10.0,6.9,7.0,0.0,0.0,0.0,0.0,0.0
2015-11-13,5593.0,0.0,JAPAN:  KYUSYU ISLAND,31.001,128.873,12.0,6.7,4.0,0.0,0.0,0.0,0.0,0.0
2015-11-17,5594.0,0.0,"GREECE:  LEFKADA, KEFALONIA, ITHACA",38.67,20.6,11.0,6.5,0.0,2.0,4.0,18.9,8.4,0.0
2015-11-17,0.0,0.0,KYRGYZSTAN: OSH,40.376,73.204,18.0,5.6,5.0,0.0,0.0,0.9,9.9,0.0
2015-11-18,5722.0,0.0,SOLOMON ISLANDS,-8.899,158.422,13.0,6.8,4.0,0.0,0.0,0.0,0.0,0.0
2015-11-22,0.0,0.0,VENEZUELA:  MERIDA,8.48,-71.42,5.0,5.1,4.0,1.0,3.0,28.2,5.5,1.9
2015-11-24,0.0,0.0,PERU-BRAZIL,-10.77,-71.41,636.0,7.6,4.0,0.0,0.0,33.7,16.3,0.0
2015-11-24,0.0,0.0,PERU-BRAZIL,-10.07,-70.98,606.0,7.6,4.0,0.0,0.0,33.0,12.4,0.2
2015-12-07,0.0,0.0,TAJIKISTAN,38.211,72.78,22.0,7.2,3.0,2.0,0.0,-11.3,3.3,1.2
2015-12-17,0.0,0.0,MEXICO:  COCOTITLAN,15.802,-93.633,85.0,6.6,5.0,2.0,0.0,32.3,15.0,0.0
2015-12-25,0.0,0.0,AFGHANISTAN; PAKISTAN,36.494,71.126,206.0,6.3,5.0,4.0,97.0,-19.1,1.3,0.1
2016-01-03,0.0,0.0,INDIA:  IMPAHL,24.804,93.651,55.0,6.7,7.0,13.0,100.0,24.8,6.5,0.0
2016-01-16,0.0,0.0,"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND",-3.873,127.229,4.0,5.6,3.0,1.0,22.0,29.7,8.8,6.1
2016-01-24,0.0,0.0,ALASKA:  KENAI,59.658,-153.452,126.0,7.1,6.0,0.0,0.0,2.3,31.9,11.1
2016-01-25,5792.0,0.0,MOROCCO:  MELILLA,35.649,-3.682,12.0,6.3,6.0,1.0,26.0,0.0,0.0,0.0
2016-02-05,0.0,0.0,TAIWAN:  TAINAN,22.97,120.46,10.0,6.4,7.0,117.0,525.0,21.4,12.4,1.9
2016-03-02,5598.0,0.0,INDONESIA: SUMATRA:,-4.952,94.33,24.0,7.8,5.0,0.0,0.0,0.0,0.0,0.0
2016-04-10,0.0,0.0,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212.0,6.6,5.0,6.0,5.0,-7.1,5.2,3.9
2016-04-13,0.0,0.0,INDIA: ASSAM; BANGLADESH,23.094,94.865,136.0,6.9,5.0,2.0,170.0,38.7,16.9,0.0
2016-04-15,0.0,0.0,"JAPAN:  KUMAMOTO, OITA",32.791,130.754,10.0,7.0,8.0,50.0,1500.0,23.8,12.6,0.0
2016-04-16,5599.0,0.0,"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS",0.35,-80.16,17.0,7.8,8.0,663.0,6274.0,28.3,16.3,0.7
2016-04-28,5600.0,0.0,VANUATU ISLANDS,-16.043,167.379,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-11,0.0,0.0,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8.0,5.2,0.0,0.0,60.0,1.1,11.2,0.0
2016-05-17,0.0,0.0,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51.0,4.8,0.0,2.0,0.0,14.9,8.7,6.9
2016-05-18,0.0,0.0,ECUADOR:  MANABI PROVINCE,0.495,-79.616,30.0,6.9,4.0,1.0,162.0,29.8,7.0,5.4
2016-05-28,0.0,0.0,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11.0,5.4,5.0,0.0,28.0,26.8,18.9,0.1
2016-06-01,0.0,0.0,INDONESIA:  SUMATRA:  PESISIR SELATAN,-2.097,100.665,50.0,6.6,5.0,1.0,30.0,33.1,7.6,6.1
2016-06-07,0.0,0.0,INDONESIA:  MALUKU:  TERNATE ISLAND,1.279,126.371,31.0,6.3,4.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,TAJIKISTAN:  RASHT,38.881,70.559,10.0,5.0,0.0,0.0,0.0,13.1,5.9,3.7
2016-07-29,0.0,0.0,NORTHERN MARIANA ISLANDS,18.543,145.507,196.0,7.7,4.0,0.0,0.0,0.0,0.0,0.0
2016-07-31,0.0,0.0,CHINA:  GUANGXI PROVINCE,24.134,111.478,25.0,4.9,0.0,0.0,0.0,33.7,6.1,1.9
2016-07-31,0.0,0.0,INDONESIA:  SUMBAWA ISLAND:  WEST NUSA TENGGARA,-8.194,117.814,21.0,5.6,6.0,0.0,4.0,31.2,15.0,0.0
2016-08-12,5604.0,0.0,NEW CALEDONIA:  LOYALTY ISLANDS,-22.477,173.117,16.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-15,0.0,0.0,PERU:  AREQUIPA,-15.64,-71.68,8.0,5.5,6.0,9.0,68.0,15.3,12.8,0.0
2016-08-19,5605.0,0.0,SOUTH SANDWICH ISLANDS,-55.285,-31.877,10.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0
2016-08-20,5741.0,0.0,JAPAN:  OFF EAST COAST HONSHU,40.394,143.68,10.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
