id,mag,place,time,updated,felt,cdi,mmi,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,lon,lat,depth,dist
ci40382688,0.72,"10km SSE of Idyllwild, CA",2022-11-30 15:45:52.220,2022-11-30 15:49:27.815,,,,automatic,0,8,ci,40382688,",ci40382688,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",27.0,0.06153,0.19,102.0,ml,earthquake,-116.6946667,33.6516667,14.28,16
us6000j5sn,5.6,"49 km NE of Bandar-e Lengeh, Iran",2022-11-30 15:17:42.331,2022-11-30 15:48:55.585,6.0,4.0,7.185,reviewed,0,652,us,6000j5sn,",us6000j5sn,usauto6000j5sn,at00rm62hk,pt22334000,",",us,usauto,at,pt,",",dyfi,internal-moment-tensor,internal-origin,losspager,origin,phase-data,shakemap,",100.0,0.154,0.73,25.0,mww,earthquake,55.2139,26.8894,10.0,16
ak022fcmiocy,1.1,"85 km NNW of Karluk, Alaska",2022-11-30 15:15:20.979,2022-11-30 15:17:08.830,,,,automatic,0,19,ak,022fcmiocy,",ak022fcmiocy,",",ak,",",origin,phase-data,",1.0,0.0587,0.33,110.0,ml,earthquake,-155.1013,58.2552,10.0,16
nc73813141,1.42,"2km W of Anderson Springs, CA",2022-11-30 15:15:06.160,2022-11-30 15:44:13.852,,,,automatic,0,31,nc,73813141,",nc73813141,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.01511,0.01,84.0,md,earthquake,-122.7188339,38.7775002,10.0,16
nc73813136,1.88,"13km ESE of Hidden Valley Lake, CA",2022-11-30 15:13:44.290,2022-11-30 15:33:13.790,,,,automatic,0,54,nc,73813136,",nc73813136,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.07427,0.07,68.0,md,earthquake,-122.4290009,38.7551651,10.0,16
ak022fcmh0t0,0.8,"85 km NNW of Karluk, Alaska",2022-11-30 15:07:49.007,2022-11-30 15:09:17.376,,,,automatic,0,10,ak,022fcmh0t0,",ak022fcmh0t0,",",ak,",",origin,phase-data,",1.0,0.0587,1.39,110.0,ml,earthquake,-155.0246,58.2754,10.0,16
ak022fcmgzje,0.7,"34 km NNE of Whittier, Alaska",2022-11-30 15:07:32.587,2022-11-30 15:09:12.031,,,,automatic,0,8,ak,022fcmgzje,",ak022fcmgzje,",",ak,",",origin,phase-data,",1.0,0.0587,0.73,110.0,ml,earthquake,-148.407,61.0557,10.0,16
nc73813126,2.11,"13km ESE of Hidden Valley Lake, CA",2022-11-30 14:45:45.210,2022-11-30 15:49:10.879,2.0,2.0,,automatic,0,69,nc,73813126,",nc73813126,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",19.0,0.07263,0.08,99.0,md,earthquake,-122.4266663,38.7578316,10.0,16
hv73247062,2.1099999,"26 km E of Honaunau-Napoopoo, Hawaii",2022-11-30 14:43:40.910,2022-11-30 14:46:58.420,,,,automatic,0,68,hv,73247062,",hv73247062,",",hv,",",origin,phase-data,",34.0,0.0587,0.389999986,85.0,md,earthquake,-155.61083984375,19.4204998016357,10.0,16
hv73247057,1.70000005,"27 km E of Honaunau-Napoopoo, Hawaii",2022-11-30 14:42:18.390,2022-11-30 14:45:10.720,,,,automatic,0,44,hv,73247057,",hv73247057,",",hv,",",origin,phase-data,",9.0,0.0587,0.170000002,91.0,md,earthquake,-155.604507446289,19.4346675872803,10.0,16
nc73813121,0.74,"8km WNW of Cobb, CA",2022-11-30 14:38:00.410,2022-11-30 15:32:10.898,,,,automatic,0,8,nc,73813121,",nc73813121,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.01605,0.03,128.0,md,earthquake,-122.8108368,38.8396683,10.0,16
ci40382664,1.05,"21km ESE of Little Lake, CA",2022-11-30 14:37:56.670,2022-11-30 14:41:28.345,,,,automatic,0,17,ci,40382664,",ci40382664,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.08882,0.15,116.0,ml,earthquake,-117.6903333,35.8736667,10.0,16
ak022fcm0nk5,1.5,"39 km NW of Ninilchik, Alaska",2022-11-30 14:31:12.370,2022-11-30 14:33:25.140,,,,automatic,0,35,ak,022fcm0nk5,",ak022fcm0nk5,",",ak,",",origin,phase-data,",1.0,0.0587,0.26,110.0,ml,earthquake,-152.1902,60.2969,82.0,16
ak022fclzfuy,1.2,"16 km ESE of Livengood, Alaska",2022-11-30 14:25:46.027,2022-11-30 14:27:27.288,,,,automatic,0,22,ak,022fclzfuy,",ak022fclzfuy,",",ak,",",origin,phase-data,",1.0,0.0587,0.4,110.0,ml,earthquake,-148.2371,65.4444,12.7,16
ak022fclz01i,1.4,"22 km WSW of Tyonek, Alaska",2022-11-30 14:23:41.028,2022-11-30 14:25:07.927,,,,automatic,0,30,ak,022fclz01i,",ak022fclz01i,",",ak,",",origin,phase-data,",1.0,0.0587,0.26,110.0,ml,earthquake,-151.5044,60.9709,67.0,16
ak022fclwt9f,1.8,"15 km WNW of Seldovia Village, Alaska",2022-11-30 14:13:20.036,2022-11-30 14:14:57.608,,,,automatic,0,50,ak,022fclwt9f,",ak022fclwt9f,",",ak,",",origin,phase-data,",1.0,0.0587,0.38,110.0,ml,earthquake,-151.8902,59.5517,55.5,16
nc73813101,2.28,"12km SE of Talmage, CA",2022-11-30 14:12:56.830,2022-11-30 15:33:14.791,,,,automatic,0,80,nc,73813101,",nc73813101,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",25.0,0.0587,0.1,68.0,md,earthquake,-123.0858307,39.0448341,10.0,16
ak022fclv5rx,1.5,"45 km ENE of Susitna North, Alaska",2022-11-30 14:05:49.097,2022-11-30 14:08:15.228,,,,automatic,0,35,ak,022fclv5rx,",ak022fclv5rx,",",ak,",",origin,phase-data,",1.0,0.0587,0.87,110.0,ml,earthquake,-149.0333,62.3088,33.1,16
ci40382656,1.58,"19km ESE of Anza, CA",2022-11-30 14:05:08.330,2022-11-30 14:15:47.530,,,,automatic,0,38,ci,40382656,",ci40382656,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",39.0,0.05949,0.23,58.0,ml,earthquake,-116.484,33.4891667,12.95,16
ci40382648,0.51,"5km W of Cathedral City, CA",2022-11-30 14:05:02.970,2022-11-30 14:08:39.472,,,,automatic,0,4,ci,40382648,",ci40382648,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.1504,0.35,180.0,ml,earthquake,-116.5175,33.7801667,10.0,16
ak022fclhkeq,1.0,Southern Alaska,2022-11-30 13:42:01.799,2022-11-30 13:44:47.232,,,,automatic,0,15,ak,022fclhkeq,",ak022fclhkeq,",",ak,",",origin,phase-data,",1.0,0.0587,1.06,110.0,ml,earthquake,-149.6968,61.834,44.0,16
us6000j5s1,4.8,"near the north coast of Papua, Indonesia",2022-11-30 13:30:13.796,2022-11-30 13:53:10.040,,,,reviewed,0,354,us,6000j5s1,",us6000j5s1,",",us,",",origin,phase-data,",62.0,0.154,0.57,107.0,mb,earthquake,139.0121,-2.7999,44.48,16
ak022fcldb1u,1.2,"12 km ESE of Knik-Fairview, Alaska",2022-11-30 13:22:19.384,2022-11-30 13:24:25.419,,,,automatic,0,22,ak,022fcldb1u,",ak022fcldb1u,",",ak,",",origin,phase-data,",1.0,0.0587,0.46,110.0,ml,earthquake,-149.3938,61.4523,18.6,16
ak022fcld4ts,0.5,"88 km ESE of King Salmon, Alaska",2022-11-30 13:21:38.728,2022-11-30 13:22:51.340,,,,automatic,0,4,ak,022fcld4ts,",ak022fcld4ts,",",ak,",",origin,phase-data,",1.0,0.0587,0.1,110.0,ml,earthquake,-155.3048,58.3394,114.0,16
hv73246907,2.6500001,"Island of Hawaii, Hawaii",2022-11-30 13:21:21.260,2022-11-30 13:24:29.430,,,,automatic,0,108,hv,73246907,",hv73246907,",",hv,",",origin,phase-data,",19.0,0.0587,0.109999999,162.0,md,earthquake,-155.483505249023,19.158332824707,34.2700004577637,16
ak022fcla5lv,1.5,"17 km SSW of Petersville, Alaska",2022-11-30 13:07:49.151,2022-11-30 13:10:08.621,,,,automatic,0,35,ak,022fcla5lv,",ak022fcla5lv,",",ak,",",origin,phase-data,",1.0,0.0587,0.53,110.0,ml,earthquake,-150.8685,62.3433,60.1,16
hv73246887,1.83000004,"1 km SSW of P?hala, Hawaii",2022-11-30 13:06:32.940,2022-11-30 13:09:46.440,,,,automatic,0,52,hv,73246887,",hv73246887,",",hv,",",origin,phase-data,",39.0,0.0587,0.119999997,78.0,md,earthquake,-155.484664916992,19.1883335113525,31.8600006103516,16
ak022fckzgkx,0.4,,2022-11-30 12:57:59.218,2022-11-30 12:59:41.132,,,,automatic,0,2,ak,022fckzgkx,",ak022fckzgkx,",",ak,",",origin,phase-data,",1.0,0.0587,0.25,110.0,ml,earthquake,-155.046,58.2384,10.0,16
ak022fckz6fl,1.3,"56 km SW of Cantwell, Alaska",2022-11-30 12:56:34.165,2022-11-30 12:59:36.710,,,,automatic,0,26,ak,022fckz6fl,",ak022fckz6fl,",",ak,",",origin,phase-data,",1.0,0.0587,0.4,110.0,ml,earthquake,-149.7002,63.0127,92.3,16
pr2022334000,3.6,"53 km NNE of Cruz Bay, U.S. Virgin Islands",2022-11-30 12:48:00.470,2022-11-30 13:23:38.186,,,,reviewed,0,199,pr,2022334000,",pr2022334000,",",pr,",",origin,phase-data,",9.0,0.154,0.32,180.0,md,earthquake,-64.5146,18.7393,10.0,16
nc73813091,1.44,"14km E of Seven Trees, CA",2022-11-30 12:39:00.730,2022-11-30 14:50:13.517,,,,automatic,0,32,nc,73813091,",nc73813091,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.04409,0.02,54.0,md,earthquake,-121.6798325,37.3089981,10.0,16
ak022fckvaf5,1.4,"19 km NE of Point Possession, Alaska",2022-11-30 12:38:13.138,2022-11-30 12:41:18.972,,,,automatic,0,30,ak,022fckvaf5,",ak022fckvaf5,",",ak,",",origin,phase-data,",1.0,0.0587,0.49,110.0,ml,earthquake,-150.4025,61.0286,33.5,16
nc73813086,1.17,"8km W of Cobb, CA",2022-11-30 12:35:46.860,2022-11-30 14:24:13.368,,,,automatic,0,21,nc,73813086,",nc73813086,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.009381,0.02,44.0,md,earthquake,-122.8119965,38.8326683,10.0,16
hv73246862,2.45,"0 km WSW of P?hala, Hawaii",2022-11-30 12:34:37.130,2022-11-30 13:02:54.040,,,,automatic,0,92,hv,73246862,",us6000j5rp,hv73246862,",",us,hv,",",origin,phase-data,",49.0,0.0587,0.100000001,76.0,ml,earthquake,-155.487503051758,19.1998329162598,32.189998626709,16
us6000j5rq,4.6,Solomon Islands,2022-11-30 12:32:27.007,2022-11-30 12:56:06.040,,,,reviewed,0,326,us,6000j5rq,",us6000j5rq,",",us,",",origin,phase-data,",44.0,0.154,0.68,63.0,mb,earthquake,162.1196,-9.9385,10.0,16
hv73246847,1.75,"13 km ENE of P?hala, Hawaii",2022-11-30 12:31:15.070,2022-11-30 12:34:23.850,,,,automatic,0,47,hv,73246847,",hv73246847,",",hv,",",origin,phase-data,",25.0,0.0587,0.170000002,165.0,md,earthquake,-155.352172851562,19.2275009155273,10.0,16
ak022fckszen,1.3,"37 km WNW of Valdez, Alaska",2022-11-30 12:27:37.274,2022-11-30 12:29:35.829,,,,automatic,0,26,ak,022fckszen,",ak022fckszen,",",ak,",",origin,phase-data,",1.0,0.0587,1.11,110.0,ml,earthquake,-147.0311,61.202,10.0,16
ak022fckqz9k,2.0,Southern Alaska,2022-11-30 12:18:02.320,2022-11-30 12:21:13.220,,,,automatic,0,62,ak,022fckqz9k,",ak022fckqz9k,",",ak,",",origin,phase-data,",1.0,0.0587,0.32,110.0,ml,earthquake,-153.4967,59.816,128.9,16
ak022fckqzje,1.1,"41 km NNW of Sutton-Alpine, Alaska",2022-11-30 12:17:38.322,2022-11-30 12:19:23.268,,,,automatic,0,19,ak,022fckqzje,",ak022fckqzje,",",ak,",",origin,phase-data,",1.0,0.0587,0.58,110.0,ml,earthquake,-149.0169,62.1302,12.2,16
ci40382640,1.11,"3km SW of San Fernando, CA",2022-11-30 12:17:19.690,2022-11-30 13:49:40.261,,,,reviewed,0,19,ci,40382640,",ci40382640,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",21.0,0.02291,0.14,93.0,ml,earthquake,-118.4568333,34.2685,12.56,16
uu60526677,1.41,"13 km ENE of Enterprise, Utah",2022-11-30 12:14:46.190,2022-11-30 14:20:44.110,,,,reviewed,0,31,uu,60526677,",uu60526677,",",uu,",",origin,phase-data,",22.0,0.1105,0.19,89.0,md,earthquake,-111.5818333,41.1368333,10.0,16
nc73813076,2.9,"12km SE of Talmage, CA",2022-11-30 12:09:32.700,2022-11-30 15:43:26.073,24.0,4.1,,automatic,0,139,nc,73813076,",nc73813076,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",40.0,0.0587,0.14,58.0,md,earthquake,-123.0861664,39.0401649,10.0,16
ci40382632,1.37,"6km WNW of Camp Pendleton South, CA",2022-11-30 11:56:21.200,2022-11-30 11:59:54.368,,,,automatic,0,29,ci,40382632,",ci40382632,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.07557,0.19,130.0,ml,earthquake,-117.4355,33.2566667,15.16,16
ak022fckd4ha,1.1,Southern Alaska,2022-11-30 11:53:38.069,2022-11-30 11:55:31.772,,,,automatic,0,19,ak,022fckd4ha,",ak022fckd4ha,",",ak,",",origin,phase-data,",1.0,0.0587,0.74,110.0,ml,earthquake,-148.4718,61.7913,36.0,16
ci40382624,0.76,"5km WNW of Camp Pendleton South, CA",2022-11-30 11:26:02.220,2022-11-30 11:29:38.180,,,,automatic,0,9,ci,40382624,",ci40382624,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.05922,0.1,180.0,ml,earthquake,-117.4265,33.2415,15.7,16
ak022fck6pvw,0.9,"55 km ENE of Whittier, Alaska",2022-11-30 11:23:49.565,2022-11-30 11:25:48.357,,,,automatic,0,12,ak,022fck6pvw,",ak022fck6pvw,",",ak,",",origin,phase-data,",1.0,0.0587,0.68,110.0,ml,earthquake,-147.7323,60.9583,10.0,16
hv73246717,2.33999991,"27 km E of Honaunau-Napoopoo, Hawaii",2022-11-30 11:15:23.700,2022-11-30 11:18:30.940,,,,automatic,0,84,hv,73246717,",hv73246717,",",hv,",",origin,phase-data,",17.0,0.0587,0.300000012,64.0,md,earthquake,-155.60466003418,19.4631671905518,10.0,16
nc73813071,0.85,"3km W of Cobb, CA",2022-11-30 11:08:15.810,2022-11-30 13:17:16.916,,,,automatic,0,11,nc,73813071,",nc73813071,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.009573,0.06,180.0,md,earthquake,-122.7614975,38.8235016,10.0,16
us6000j5r8,4.4,"50 km WNW of Melilla, Spain",2022-11-30 11:07:01.777,2022-11-30 11:43:06.040,,,,reviewed,0,298,us,6000j5r8,",us6000j5r8,",",us,",",origin,phase-data,",38.0,0.154,0.58,120.0,mb,earthquake,-3.4378,35.4918,10.0,16
ak022fck2lew,1.7,"67 km WSW of Nanwalek, Alaska",2022-11-30 11:04:25.369,2022-11-30 11:06:56.759,,,,automatic,0,44,ak,022fck2lew,",ak022fck2lew,",",ak,",",origin,phase-data,",1.0,0.0587,0.61,110.0,ml,earthquake,-153.0212,59.1339,62.9,16
ci40382616,1.49,"12km N of Coso Junction, CA",2022-11-30 10:51:19.930,2022-11-30 13:51:04.370,,,,reviewed,0,34,ci,40382616,",ci40382616,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",20.0,0.07406,0.17,89.0,ml,earthquake,-117.9335,36.1555,10.0,16
us6000j5r6,4.1,"5 km SE of Santa Cruz Yucucani, Mexico",2022-11-30 10:49:49.524,2022-11-30 13:04:23.475,2.0,3.8,,reviewed,0,259,us,6000j5r6,",us6000j5r6,",",us,",",dyfi,origin,phase-data,",35.0,0.154,0.52,180.0,mb,earthquake,-98.0816,17.0373,40.335,16
us6000j5r4,5.4,"20 km SW of Taupo, New Zealand",2022-11-30 10:48:00.040,2022-11-30 15:19:45.578,11.0,9.1,6.755,reviewed,0,459,us,6000j5r4,",us6000j5r4,usauto6000j5r4,",",us,usauto,",",dyfi,internal-moment-tensor,losspager,origin,phase-data,shakemap,",48.0,0.154,0.72,46.0,mww,earthquake,175.9063,-38.808,10.0,16
ak022fcjoo3z,1.8,"51 km WNW of Ninilchik, Alaska",2022-11-30 10:39:28.471,2022-11-30 10:41:02.771,,,,automatic,0,50,ak,022fcjoo3z,",ak022fcjoo3z,",",ak,",",origin,phase-data,",1.0,0.0587,0.34,110.0,ml,earthquake,-152.5344,60.2029,103.5,16
hv73246672,1.74,"4 km NNE of P?hala, Hawaii",2022-11-30 10:36:33.930,2022-11-30 10:42:04.520,,,,automatic,0,47,hv,73246672,",hv73246672,",",hv,",",origin,phase-data,",44.0,0.0587,0.129999995,93.0,ml,earthquake,-155.468673706055,19.2418327331543,32.0299987792969,16
hv73246662,2.0,"Island of Hawaii, Hawaii",2022-11-30 10:32:36.540,2022-11-30 10:35:53.570,,,,automatic,0,62,hv,73246662,",hv73246662,",",hv,",",origin,phase-data,",39.0,0.0587,0.140000001,93.0,md,earthquake,-155.49333190918,19.1781673431396,31.6700000762939,16
ak022fcjmd3v,1.6,Southern Alaska,2022-11-30 10:28:52.754,2022-11-30 10:30:43.801,,,,automatic,0,39,ak,022fcjmd3v,",ak022fcjmd3v,",",ak,",",origin,phase-data,",1.0,0.0587,0.25,110.0,ml,earthquake,-152.6487,60.0123,98.1,16
ak022fcjkmwb,1.3,"35 km NNE of Chase, Alaska",2022-11-30 10:20:48.300,2022-11-30 10:23:22.099,,,,automatic,0,26,ak,022fcjkmwb,",ak022fcjkmwb,",",ak,",",origin,phase-data,",1.0,0.0587,0.77,110.0,ml,earthquake,-149.7283,62.7217,56.1,16
nc73813066,0.62,"12km SW of Toms Place, CA",2022-11-30 10:20:20.210,2022-11-30 12:48:13.885,,,,reviewed,0,6,nc,73813066,",nc73813066,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.1118,0.06,180.0,md,earthquake,-118.7815,37.4846667,10.0,16
ak022fcjgr29,1.6,"49 km E of Cantwell, Alaska",2022-11-30 10:02:34.256,2022-11-30 10:04:44.000,,,,automatic,0,39,ak,022fcjgr29,",ak022fcjgr29,",",ak,",",origin,phase-data,",1.0,0.0587,1.01,110.0,ml,earthquake,-147.9664,63.4605,10.0,16
us6000j5qu,4.7,Revilla Gigedo Islands region,2022-11-30 09:54:19.192,2022-11-30 10:17:30.040,,,,reviewed,0,340,us,6000j5qu,",us6000j5qu,",",us,",",origin,phase-data,",60.0,0.154,1.13,176.0,mb,earthquake,-109.2533,19.7725,10.0,16
hv73246602,2.25999999,"6 km S of P?hala, Hawaii",2022-11-30 09:54:06.250,2022-11-30 09:57:47.040,,,,automatic,0,79,hv,73246602,",hv73246602,",",hv,",",origin,phase-data,",47.0,0.0587,0.119999997,158.0,md,earthquake,-155.490005493164,19.1451663970947,31.25,16
nc73813061,0.87,"10km NW of The Geysers, CA",2022-11-30 09:53:51.410,2022-11-30 10:14:14.782,,,,automatic,0,12,nc,73813061,",nc73813061,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.006725,0.01,138.0,md,earthquake,-122.8424988,38.8424988,10.0,16
nc73813051,2.14,"2km SSE of Angwin, CA",2022-11-30 09:36:49.460,2022-11-30 12:24:12.607,3.0,3.1,,reviewed,0,71,nc,73813051,",nc73813051,",",nc,",",dyfi,focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",100.0,0.06019,0.18,29.0,md,earthquake,-122.444,38.5631667,10.0,16
nc73813046,1.57,"3km NW of Diablo, CA",2022-11-30 09:04:15.850,2022-11-30 11:54:13.413,0.0,1.0,,automatic,0,38,nc,73813046,",nc73813046,",",nc,",",dyfi,nearby-cities,origin,phase-data,scitech-link,",23.0,0.01039,0.07,104.0,md,earthquake,-121.9840012,37.8510017,10.0,16
ak022fcilutq,1.5,"34 km SSW of Denali National Park, Alaska",2022-11-30 08:58:19.661,2022-11-30 09:00:09.569,,,,automatic,0,35,ak,022fcilutq,",ak022fcilutq,",",ak,",",origin,phase-data,",1.0,0.0587,0.78,110.0,ml,earthquake,-152.0234,63.2632,10.0,16
ci40382608,1.21,"13km NE of Coachella, CA",2022-11-30 08:31:51.030,2022-11-30 08:35:24.128,,,,automatic,0,23,ci,40382608,",ci40382608,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",32.0,0.1169,0.25,82.0,ml,earthquake,-116.0845,33.7713333,10.0,16
ak022fciek1e,2.2,"43 km ENE of Pedro Bay, Alaska",2022-11-30 08:24:13.771,2022-11-30 09:30:58.040,,,,automatic,0,74,ak,022fciek1e,",us6000j5qd,ak022fciek1e,",",us,ak,",",origin,phase-data,",1.0,0.0587,0.36,110.0,ml,earthquake,-153.367,59.9119,137.1,16
nc73813041,0.96,"14km WNW of Templeton, CA",2022-11-30 08:18:07.560,2022-11-30 11:07:14.082,,,,reviewed,0,14,nc,73813041,",nc73813041,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",28.0,0.03854,0.06,54.0,md,earthquake,-120.843,35.6041667,10.0,16
hv73246482,2.00999999,"7 km SSW of P?hala, Hawaii",2022-11-30 08:12:25.510,2022-11-30 08:15:46.450,,,,automatic,0,62,hv,73246482,",hv73246482,",",hv,",",origin,phase-data,",37.0,0.0587,0.119999997,157.0,md,earthquake,-155.500839233398,19.1411666870117,32.2900009155273,16
us6000j5qe,4.6,"46 km NNE of Nanao, Japan",2022-11-30 08:07:01.469,2022-11-30 09:08:22.040,,,,reviewed,0,326,us,6000j5qe,",us6000j5qe,",",us,",",origin,phase-data,",50.0,0.154,0.75,85.0,mb,earthquake,137.18,37.4309,10.0,16
ak022fchyq55,1.6,"38 km E of Chase, Alaska",2022-11-30 07:50:28.094,2022-11-30 07:52:20.801,,,,automatic,0,39,ak,022fchyq55,",ak022fchyq55,",",ak,",",origin,phase-data,",1.0,0.0587,0.8,110.0,ml,earthquake,-149.3712,62.5044,10.0,16
nc73813036,0.85,"8km NW of The Geysers, CA",2022-11-30 07:47:13.010,2022-11-30 08:52:13.306,,,,automatic,0,11,nc,73813036,",nc73813036,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",7.0,0.0114,0.01,132.0,md,earthquake,-122.8160019,38.8338318,10.0,16
ci40382600,1.19,"4km NW of Fontana, CA",2022-11-30 07:41:30.290,2022-11-30 07:52:25.520,,,,automatic,0,22,ci,40382600,",ci40382600,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",33.0,0.04567,0.22,55.0,ml,earthquake,-117.4828333,34.127,10.0,16
ak022fchufe1,1.7,"60 km N of Petersville, Alaska",2022-11-30 07:30:22.498,2022-11-30 07:32:53.987,,,,automatic,0,44,ak,022fchufe1,",ak022fchufe1,",",ak,",",origin,phase-data,",1.0,0.0587,0.55,110.0,ml,earthquake,-150.9149,63.0357,114.5,16
hv73246432,2.62,"21 km WNW of Volcano, Hawaii",2022-11-30 07:19:07.770,2022-11-30 08:31:51.740,,,,reviewed,0,106,hv,73246432,",hv73246432,",",hv,",",origin,phase-data,",44.0,0.0587,0.21,59.0,md,earthquake,-155.436333333333,19.4836666666667,10.0,16
nc73813026,0.86,"10km NW of The Geysers, CA",2022-11-30 07:14:55.370,2022-11-30 08:02:13.032,,,,automatic,0,11,nc,73813026,",nc73813026,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",8.0,0.001052,0.01,158.0,md,earthquake,-122.8368301,38.838665,10.0,16
ak022fchqkwr,0.3,,2022-11-30 07:12:26.862,2022-11-30 07:15:31.497,,,,automatic,0,1,ak,022fchqkwr,",ak022fchqkwr,",",ak,",",origin,phase-data,",1.0,0.0587,1.39,110.0,ml,earthquake,-155.0012,58.2651,10.0,16
nn00852282,0.0,"43 km ESE of Beatty, Nevada",2022-11-30 07:07:09.919,2022-11-30 07:09:24.520,,,,automatic,0,0,nn,00852282,",nn00852282,",",nn,",",origin,phase-data,",11.0,0.075,0.2098,107.63,ml,earthquake,-116.28,36.8299,10.0,16
ak022fche4wu,0.8,"74 km WNW of Beluga, Alaska",2022-11-30 06:54:21.744,2022-11-30 06:56:38.245,,,,automatic,0,10,ak,022fche4wu,",ak022fche4wu,",",ak,",",origin,phase-data,",1.0,0.0587,0.16,110.0,ml,earthquake,-152.3422,61.4247,10.0,16
nc73813006,1.56,"8km NNE of San Simeon, CA",2022-11-30 06:51:02.150,2022-11-30 11:26:13.211,,,,reviewed,0,37,nc,73813006,",nc73813006,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",29.0,0.02272,0.08,118.0,md,earthquake,-121.1446667,35.7038333,10.0,16
ak022fchclym,1.7,"31 km N of Petersville, Alaska",2022-11-30 06:47:09.589,2022-11-30 06:49:26.977,,,,automatic,0,44,ak,022fchclym,",ak022fchclym,",",ak,",",origin,phase-data,",1.0,0.0587,0.58,110.0,ml,earthquake,-150.6828,62.7808,81.6,16
ak022fchbe8v,1.7,Southern Alaska,2022-11-30 06:42:01.299,2022-11-30 06:44:23.461,,,,automatic,0,44,ak,022fchbe8v,",ak022fchbe8v,",",ak,",",origin,phase-data,",1.0,0.0587,0.43,110.0,ml,earthquake,-150.3017,61.2077,43.9,16
ci40382592,1.97,"20km ESE of Little Lake, CA",2022-11-30 06:29:00.590,2022-11-30 06:40:09.500,,,,automatic,0,60,ci,40382592,",ci40382592,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",22.0,0.09632,0.14,85.0,ml,earthquake,-117.6891667,35.8828333,10.0,16
hv73246367,1.74000001,,2022-11-30 06:22:35.400,2022-11-30 06:25:36.310,,,,automatic,0,47,hv,73246367,",hv73246367,",",hv,",",origin,phase-data,",18.0,0.0587,0.109999999,68.0,md,earthquake,-155.29817199707,19.4104995727539,10.0,16
nc73812991,1.19,"10km NW of The Geysers, CA",2022-11-30 06:16:18.190,2022-11-30 08:57:12.334,,,,automatic,0,22,nc,73812991,",nc73812991,",",nc,",",nearby-cities,origin,phase-data,scitech-link,",11.0,0.001053,0.01,111.0,md,earthquake,-122.8368301,38.838501,10.0,16
pr71384703,2.29,"5 km WNW of Santo Domingo, Puerto Rico",2022-11-30 06:08:09.750,2022-11-30 06:23:34.080,,,,reviewed,0,81,pr,71384703,",pr71384703,",",pr,",",origin,phase-data,",6.0,0.06984,0.19,180.0,md,earthquake,-66.8008333333333,18.0875,10.0,16
ak022fch2ydx,2.2,"86 km NNW of Karluk, Alaska",2022-11-30 06:02:05.012,2022-11-30 06:04:15.141,,,,automatic,0,74,ak,022fch2ydx,",ak022fch2ydx,",",ak,",",origin,phase-data,",1.0,0.0587,0.65,110.0,ml,earthquake,-155.0732,58.2719,10.0,16
ak022fcgtku1,2.5,"84 km NNW of Karluk, Alaska",2022-11-30 05:58:30.364,2022-11-30 09:47:46.040,,,,automatic,0,96,ak,022fcgtku1,",us6000j5pv,ak022fcgtku1,",",us,ak,",",origin,phase-data,",1.0,0.0587,0.52,110.0,ml,earthquake,-155.0686,58.2583,10.0,16
nn00852278,0.9,,2022-11-30 05:38:20.915,2022-11-30 05:41:23.219,,,,automatic,0,12,nn,00852278,",nn00852278,",",nn,",",origin,phase-data,",11.0,0.081,0.1265,172.71,ml,earthquake,-117.8825,38.1951,10.0,16
nc73812986,1.76,"3km WSW of Cupertino, CA",2022-11-30 05:26:01.530,2022-11-30 09:22:13.475,,,,reviewed,0,48,nc,73812986,",nc73812986,",",nc,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",66.0,0.01967,0.13,51.0,md,earthquake,-122.0696667,37.315,10.0,16
